Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Satisf
-1.792865522,-1.120468133,3.229298631,-1.919572846,0.855622741,0.578920681,1,1,0.68149597,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0
-0.207332829,0.555776854,-0.355247792,-0.670644035,0.030762111,0.631349283,0,1,-1.923350409,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0
-1.000099176,2.232021841,-1.251384397,-0.05048628,0.270374808,0.733902088,1,1,-1.320645707,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
-0.207332829,0.555776854,-0.355247792,1.008949885,-0.282835347,0.595671792,1,1,1.034055619,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
-1.792865522,2.232021841,-0.355247792,-0.369178459,0.855622741,0.547960171,0,0,-0.523913432,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0
0.585433518,-0.282345639,-0.355247792,1.008949885,-1.609897414,-3.440577601,1,0,0.078791269,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
-0.207332829,0.555776854,-0.355247792,0.285432504,0.704860694,0.271053772,1,0,0.078791269,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
-1.000099176,1.393899348,-0.355247792,0.285432504,-0.554485821,0.478533348,1,1,0.078791269,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
0.585433518,-0.282345639,-0.355247792,1.008949885,2.007873127,-0.432421554,1,1,-0.523913432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
-0.207332829,-1.120468133,1.43702542,-1.919572846,0.855622741,0.710556502,1,1,0.431350918,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
-0.207332829,-0.282345639,0.540888814,-1.471681135,0.542025282,0.519549542,1,0,0.161665289,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
-1.000099176,1.393899348,-0.355247792,-0.05048628,-0.414129717,0.746867124,0,1,-0.968086059,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
-0.207332829,-1.120468133,1.43702542,-1.221895372,0.542025282,0.529227167,1,1,0.078791269,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
-0.207332829,0.555776854,-0.355247792,1.396548481,-0.325665488,0.315070297,1,1,0.431350918,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1
2.170966211,-1.120468133,-1.251384397,1.008949885,-0.758091269,-0.390916335,1,1,0.431350918,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0.585433518,-0.282345639,-0.355247792,0.285432504,0.171118215,0.067243747,1,1,1.168092575,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
-1.000099176,1.393899348,-0.355247792,-1.704240293,5.473437959,1.61054406,1,1,2.433492595,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2.170966211,-1.120468133,-1.251384397,-0.670644035,-0.554485821,0.14893829,1,1,0.68149597,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,-0.159503245,-0.640594286,1,1,-0.523913432,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1
-1.792865522,3.070144335,-1.251384397,-1.471681135,0.542025282,0.631159987,0,1,-0.523913432,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
2.170966211,-1.120468133,-1.251384397,0.638577892,-1.650996924,-0.088079342,1,1,-0.968086059,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
-0.207332829,0.555776854,-0.355247792,-0.05048628,-0.199788852,-0.052994909,1,1,0.078791269,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1
-0.207332829,-0.282345639,0.540888814,-0.369178459,1.250605312,0.613777295,0,1,0.875523546,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0
0.585433518,-1.120468133,0.540888814,1.801373683,-0.653742415,-1.133291836,1,1,-0.115236307,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1
0.585433518,-0.282345639,-0.355247792,1.008949885,-1.045095447,-1.053895322,1,1,1.034055619,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,-0.459847519,0.045996841,1,0,-0.968086059,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0
-0.207332829,-1.120468133,1.43702542,-0.369178459,-0.04322265,-0.338745885,1,1,-0.523913432,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1
-1.000099176,-0.282345639,1.43702542,-0.954883006,-0.159503245,0.524415238,0,1,0.078791269,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
-0.207332829,-0.282345639,0.540888814,1.396548481,-0.758091269,-0.419549429,1,1,0.68149597,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,0.455443847,-0.109326248,1,1,0.68149597,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1
2.170966211,-1.120468133,-1.251384397,-0.670644035,0.171118215,0.456479258,1,1,1.034055619,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
0.585433518,-1.120468133,0.540888814,1.008949885,-1.609897414,-0.587744643,1,1,-0.968086059,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0
-1.000099176,1.393899348,-0.355247792,0.285432504,0.781637984,-0.65487344,1,0,0.078791269,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
-1.792865522,-1.120468133,3.229298631,0.638577892,-0.282835347,0.171275247,1,1,0.078791269,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
-0.207332829,-0.282345639,0.540888814,0.638577892,0.513572277,-0.587744643,1,1,0.078791269,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1
-0.207332829,-1.120468133,1.43702542,-1.221895372,0.36501311,0.663972798,1,1,0.431350918,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0
-0.207332829,-1.120468133,1.43702542,-0.05048628,0.973248365,0.125393356,1,1,0.431350918,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1
-0.207332829,-0.282345639,0.540888814,-0.670644035,-0.04322265,0.483876668,1,1,0.431350918,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
-1.000099176,-0.282345639,1.43702542,0.285432504,0.704860694,-0.285896243,1,1,-0.523913432,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1
1.378199865,-1.120468133,-0.355247792,-0.05048628,0.06676936,-0.734269955,1,1,-0.523913432,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1
-1.000099176,1.393899348,-0.355247792,-1.471681135,1.865552409,1.296542074,1,1,1.034055619,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
-0.207332829,0.555776854,-0.355247792,-1.704240293,1.127273215,0.414974039,1,0,-0.968086059,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
-1.792865522,2.232021841,-0.355247792,0.638577892,-0.414129717,0.207803553,1,1,-0.523913432,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
1.378199865,-0.282345639,-1.251384397,0.638577892,0.36501311,-0.692764736,1,1,0.431350918,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1
0.585433518,-0.282345639,-0.355247792,-1.704240293,-0.812343992,0.045996841,1,1,-0.968086059,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
-1.792865522,0.555776854,1.43702542,-0.670644035,1.476877922,1.01867084,1,1,2.433492595,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0
-1.792865522,2.232021841,-0.355247792,0.638577892,0.625071777,-0.488089816,1,1,0.078791269,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1
0.585433518,-1.120468133,0.540888814,1.396548481,-0.081249114,-0.669636725,1,1,0.875523546,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
-1.792865522,2.232021841,-0.355247792,-1.704240293,0.995978844,0.983035898,1,1,-0.968086059,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
-1.000099176,0.555776854,0.540888814,-1.704240293,0.704860694,0.473123648,1,0,-0.523913432,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1
-1.000099176,-0.282345639,1.43702542,-0.05048628,-0.159503245,-0.587744643,1,1,-0.115236307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
1.378199865,-1.120468133,-0.355247792,0.285432504,0.550484158,-0.130573154,1,1,-3.128759809,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
-0.207332829,1.393899348,-1.251384397,0.285432504,-1.307958189,-1.258570241,1,0,-0.523913432,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1
-0.207332829,1.393899348,-1.251384397,-0.369178459,-0.199788852,0.045996841,1,0,-1.320645707,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1
-0.207332829,-0.282345639,0.540888814,1.008949885,-0.159503245,-0.889593044,1,0,0.078791269,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
1.378199865,-0.282345639,-1.251384397,2.223425488,0.542025282,-1.133291836,1,1,-1.320645707,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1.378199865,-1.120468133,-0.355247792,1.008949885,-1.045095447,-0.569470276,1,0,-0.115236307,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
0.585433518,0.555776854,-1.251384397,-2.117678796,0.855622741,0.570297129,1,0,1.478228245,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
-1.792865522,1.393899348,0.540888814,-1.704240293,-0.369416783,-0.176455044,1,1,1.034055619,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1
-0.207332829,1.393899348,-1.251384397,1.801373683,0.855622741,-3.440577601,1,1,0.078791269,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
-1.792865522,2.232021841,-0.355247792,-1.919572846,0.704860694,0.716822439,0,0,0.078791269,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0.585433518,0.555776854,-1.251384397,0.285432504,-1.379346451,0.360717368,1,0,1.034055619,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
-0.207332829,-0.282345639,0.540888814,0.638577892,-0.705247864,-3.440577601,1,1,-1.320645707,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1
0.585433518,0.555776854,-1.251384397,1.008949885,-1.107695977,-1.036118356,1,1,0.078791269,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0
-1.792865522,1.393899348,0.540888814,-2.298558141,1.581226777,0.826263639,0,0,0.68149597,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
-0.207332829,0.555776854,-0.355247792,-2.462210882,0.06676936,0.583169253,1,0,-1.923350409,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
-0.207332829,0.555776854,-0.355247792,-0.954883006,-0.369416783,-0.390916335,1,1,-0.968086059,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1
0.585433518,0.555776854,-1.251384397,-0.369178459,-0.04322265,0.347845242,1,0,0.078791269,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
-0.207332829,-1.120468133,1.43702542,0.638577892,-0.414129717,1.053048646,1,1,0.68149597,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
0.585433518,-0.282345639,-0.355247792,0.638577892,0.455443847,0.746867124,1,1,1.478228245,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1
-1.792865522,2.232021841,-0.355247792,-1.919572846,0.704860694,0.913650747,0,0,0.078791269,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,0.625071777,-0.620016827,1,0,0.078791269,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
0.585433518,-0.282345639,-0.355247792,1.396548481,0.270374808,-0.662192523,1,0,0.68149597,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1
-0.207332829,-1.120468133,1.43702542,-0.05048628,0.204744712,0.389350461,1,1,1.034055619,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
-0.207332829,-0.282345639,0.540888814,-0.670644035,2.537381772,0.414974039,1,1,0.68149597,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
-0.207332829,1.393899348,-1.251384397,-1.704240293,1.476877922,0.872145529,1,0,0.078791269,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
-1.792865522,1.393899348,0.540888814,-1.221895372,-0.554485821,0.788372343,1,1,1.034055619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
1.378199865,-1.120468133,-0.355247792,-0.670644035,0.06676936,0.277925318,1,1,0.68149597,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0
-1.000099176,2.232021841,-1.251384397,-1.919572846,0.704860694,0.801372567,0,0,-0.968086059,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
-1.000099176,0.555776854,0.540888814,1.008949885,-0.840022742,-0.126240031,1,1,0.68149597,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
-1.000099176,1.393899348,-0.355247792,-1.704240293,1.865552409,1.33580064,1,0,-0.968086059,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
-1.792865522,3.070144335,-1.251384397,-0.369178459,0.171118215,0.347845242,1,1,-0.523913432,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1
0.585433518,-0.282345639,-0.355247792,0.638577892,-1.379346451,0.473123648,1,1,0.431350918,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
-1.000099176,2.232021841,-1.251384397,-0.05048628,-0.282835347,-3.440577601,1,0,-1.923350409,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
-1.000099176,0.555776854,0.540888814,-0.954883006,-0.159503245,0.268448728,1,0,0.431350918,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,-0.159503245,-0.432421554,1,1,-0.968086059,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
1.378199865,-1.120468133,-0.355247792,1.008949885,-0.758091269,-0.130573154,1,1,-0.523913432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
1.378199865,-0.282345639,-1.251384397,0.285432504,-0.705247864,-0.390916335,1,1,1.034055619,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0
-1.000099176,0.555776854,0.540888814,-1.919572846,-0.282835347,0.414974039,0,0,-0.968086059,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0
0.585433518,0.555776854,-1.251384397,0.638577892,-0.04322265,-0.089067935,1,1,0.078791269,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1
-1.000099176,1.393899348,-0.355247792,-0.670644035,0.237824408,0.415595703,1,0,-1.923350409,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0
-1.000099176,-1.120468133,2.333162026,-0.369178459,0.652017293,-0.130573154,1,0,-2.52605511,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1
-0.207332829,-0.282345639,0.540888814,-0.369178459,-0.04322265,0.362124397,1,1,0.68149597,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
-1.000099176,0.555776854,0.540888814,1.008949885,-1.343339197,-2.136010519,1,1,1.478228245,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1
-0.207332829,1.393899348,-1.251384397,0.285432504,-0.86808328,-0.255851559,1,1,0.078791269,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
0.585433518,-1.120468133,0.540888814,1.396548481,0.171118215,-0.353025039,1,0,1.478228245,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
1.378199865,-1.120468133,-0.355247792,0.285432504,-0.325665488,0.188354894,1,1,1.478228245,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
-0.207332829,-0.282345639,0.540888814,-0.954883006,0.270374808,0.483876668,0,1,0.431350918,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
-1.792865522,1.393899348,0.540888814,-0.05048628,0.270374808,0.100502286,1,1,1.478228245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1
2.170966211,-1.120468133,-1.251384397,-0.369178459,-0.04322265,-0.069710295,1,0,-1.57079076,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,0.36501311,0.649693643,1,1,0.431350918,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
-1.000099176,0.555776854,0.540888814,-1.221895372,0.171118215,0.053194943,1,1,0.078791269,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
-0.207332829,0.555776854,-0.355247792,-0.05048628,-0.04322265,0.222566837,0,0,-0.523913432,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
-1.000099176,-0.282345639,1.43702542,-1.221895372,0.513572277,0.478533348,1,0,0.078791269,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0.585433518,-1.120468133,0.540888814,-0.05048628,0.818966673,0.172362576,1,1,-0.523913432,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1
-0.207332829,0.555776854,-0.355247792,-0.670644035,0.855622741,0.045996841,1,1,-1.923350409,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0
0.585433518,-1.120468133,0.540888814,-0.369178459,-0.414129717,0.045996841,1,1,0.078791269,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
-0.207332829,-0.282345639,0.540888814,-1.704240293,5.817899909,1.891943859,1,0,0.68149597,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
-0.207332829,1.393899348,-1.251384397,-0.369178459,-0.414129717,-0.051176639,1,1,0.68149597,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
-0.207332829,0.555776854,-0.355247792,-0.670644035,0.542025282,-0.353025039,1,0,-0.523913432,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
0.585433518,-1.120468133,0.540888814,0.285432504,0.542025282,0.232138105,1,1,-0.115236307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
-0.207332829,0.555776854,-0.355247792,-0.670644035,0.171118215,0.473123648,1,0,0.078791269,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
-0.207332829,0.555776854,-0.355247792,-0.954883006,0.171118215,0.570297129,1,1,0.68149597,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
-1.000099176,0.555776854,0.540888814,-0.954883006,1.476877922,1.053048646,1,1,1.478228245,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0.585433518,-0.282345639,-0.355247792,0.638577892,-0.653742415,0.801372567,1,0,0.078791269,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
-0.207332829,0.555776854,-0.355247792,-1.221895372,5.357598896,1.586099281,0,1,-0.523913432,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
-0.207332829,0.555776854,-0.355247792,-0.670644035,-0.459847519,-0.130573154,1,1,0.078791269,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1
-0.207332829,-0.282345639,0.540888814,0.285432504,0.171118215,0.382701856,1,1,-1.320645707,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
0.585433518,-1.120468133,0.540888814,-0.369178459,-0.159503245,0.241503525,1,1,0.68149597,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
-1.792865522,0.555776854,1.43702542,-0.369178459,0.06676936,-0.252958025,0,1,-0.115236307,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
1.378199865,-1.120468133,-0.355247792,1.008949885,0.704860694,-0.033399673,1,0,0.68149597,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
-0.207332829,0.555776854,-0.355247792,-1.919572846,-0.414129717,0.603811752,1,0,-0.523913432,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1
-1.000099176,1.393899348,-0.355247792,-0.05048628,0.704860694,0.651504354,1,0,0.078791269,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1
-1.792865522,0.555776854,1.43702542,-0.369178459,-0.04322265,0.384707117,1,1,-0.968086059,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
0.585433518,-1.120468133,0.540888814,0.638577892,-2.649098904,0.045996841,1,1,-1.320645707,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1
