Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Satisf
2,1,2,196,2.120573931,4.330413773,1,1,5.698970004,1,5.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1
1,3,1,256,2.334453751,4.719331287,1,1,5.544068044,1,5.544068044,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
5,0,0,324,2.193124598,3.301029996,1,0,5.301029996,1,4.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
2,1,2,121,2.139879086,4.531478917,1,0,5.301029996,1,5.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1
3,0,2,289,2.283301229,4.235528447,1,1,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3,2,0,441,2.033423755,4.176091259,1,1,5.698970004,1,5.84509804,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
1,2,2,361,2,4.017033339,1,1,5.176091259,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
2,1,2,400,1.954242509,3.187520721,1,1,4.477121255,1,4.477121255,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
3,0,2,529,1.77815125,3.602059991,1,1,5.698970004,1,5.77815125,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
1,2,2,400,1.903089987,4,1,0,6,1,6.301029996,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
3,2,0,361,2.120573931,4.033423755,0,1,4.698970004,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1
1,1,3,400,1.982271233,3.301029996,1,0,4.301029996,0,4.698970004,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0
3,0,2,441,2.193124598,4.255272505,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1,3,1,400,1.982271233,3.903089987,1,0,4.301029996,0,4.698970004,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
1,3,1,441,1.819543936,3.414973348,1,1,5.477121255,1,5.477121255,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
0,4,1,484,1.982271233,4,1,1,5.602059991,1,5.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
3,2,0,441,1.954242509,0.301029996,1,0,4.698970004,1,5.176091259,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
1,2,2,361,2.346352974,3.84509804,1,1,4.698970004,1,3.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
1,2,2,196,3.290034611,5.616370472,1,1,5.602059991,1,5.602059991,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1,1,3,289,2.064457989,4.160768562,1,0,5.477121255,1,5.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
3,0,2,324,2.380211242,4.387389826,1,1,5.176091259,1,5.176091259,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0
1,2,2,361,2.079181246,4.053078443,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,3,400,2.079181246,3.903089987,1,1,4.602059991,1,4.698970004,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0
2,2,1,361,2.255272505,4.204119983,1,1,4.698970004,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,3,1,256,2.033423755,4.380211242,0,0,4.77815125,1,5.176091259,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
2,2,1,441,1.973127854,3.602059991,1,1,5.84509804,1,5.903089987,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
5,0,0,324,1.954242509,4,0,1,4.176091259,1,5.176091259,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0
3,0,2,289,1.892094603,3.903089987,1,0,4.903089987,1,4.903089987,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1
2,2,1,324,2.049218023,3.857332496,1,0,5,1,5.301029996,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0
2,2,1,484,2.064457989,3,1,0,4.477121255,1,5,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1
2,1,2,400,1.982271233,3,1,1,5,1,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
4,1,0,625,1.857332496,3.77815125,1,1,5.176091259,1,5.477121255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
2,1,2,441,2.079181246,3.531478917,1,0,4,1,4.477121255,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
2,0,3,361,2.51054501,3.908485019,1,1,5.176091259,1,5.301029996,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0
3,0,2,441,2.033423755,4.301029996,1,0,4.84509804,1,5,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
4,0,1,289,1.892094603,2.903089987,1,0,4.698970004,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
4,0,1,484,1.857332496,4,1,1,5,0,5.301029996,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
1,0,4,144,3.779018972,5.793790385,1,1,5.301029996,1,5.301029996,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
0,2,3,361,2.079181246,4.146128036,1,0,5,1,5.176091259,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
0,2,3,289,2.139879086,4.255272505,1,0,5.477121255,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1
4,1,0,625,1.954242509,3,1,1,5.477121255,1,5.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1
3,0,2,256,2.008600172,4,0,0,4.903089987,1,4.903089987,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
3,0,2,441,1.903089987,0.301029996,1,0,4.477121255,1,4.903089987,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
2,2,1,144,2.120573931,4.079181246,1,0,4,1,4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
3,1,1,484,1.954242509,3.954242509,1,1,5.301029996,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1
2,2,1,289,1.84509804,3.903089987,1,1,4.698970004,1,4.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
2,0,3,484,1.924279286,3.77815125,1,0,4.84509804,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
0,5,0,441,1.857332496,0.301029996,1,1,4.477121255,1,4.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1
3,1,1,289,1.982271233,4,1,0,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
2,1,2,324,2.494154594,4.217483944,1,1,5.477121255,1,5.477121255,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
2,3,0,289,2.100370545,4,1,1,5.176091259,1,5.176091259,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1
1,0,4,361,1.982271233,3.954242509,1,0,4.84509804,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
3,1,1,169,2.056904851,4.255272505,1,0,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
4,0,1,529,1.819543936,0.301029996,1,0,5.602059991,1,4.602059991,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1,3,1,361,1.982271233,3.903089987,1,0,4.301029996,1,4.698970004,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
2,1,2,324,2.079181246,4,1,0,5.176091259,1,5.301029996,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
3,2,0,289,2.158362492,0.301029996,1,0,4.301029996,1,4.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1
4,0,1,529,2.139879086,3.823474229,1,0,4.698970004,1,5,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1
4,1,0,225,2.008600172,4.255272505,1,0,5.079181246,1,5.079181246,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
2,2,1,400,2.193124598,4,1,0,5.176091259,1,4.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1
5,0,0,400,1.819543936,3.079181246,1,0,4.301029996,1,4.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
2,0,3,441,2.086359831,4,0,0,4.77815125,1,5,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
3,0,2,625,1.963787827,0.301029996,1,0,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
2,0,3,225,2.380211242,4.653212514,1,0,5.84509804,1,5.903089987,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
4,1,0,484,1.892094603,3,1,1,5.77815125,1,5.698970004,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1
4,1,0,361,2.041392685,4.342422681,1,1,4.84509804,1,4.84509804,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1
2,2,1,441,1.982271233,3.840106094,1,1,5.397940009,1,5.397940009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
1,3,1,441,1.806179974,3.903089987,1,0,4.698970004,1,5,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
4,0,1,225,2.079181246,4,1,0,4.84509804,1,4.84509804,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1
1,3,1,289,2.056904851,3.322219295,1,1,5.301029996,0,5.477121255,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0
2,2,1,289,2.158362492,4.301029996,1,0,5.477121255,1,5.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
2,2,1,484,1.924279286,4.079181246,1,0,4.84509804,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
2,1,2,484,2.176091259,4.255272505,1,1,4.698970004,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
2,0,3,144,2.033423755,4.079181246,1,0,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1
1,1,3,400,2.079181246,4,1,0,4.698970004,1,4.698970004,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
1,2,2,441,2.033423755,4,1,0,5.079181246,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
3,1,1,256,2.056904851,4.204119983,1,0,4.698970004,0,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1
3,0,2,441,2.283301229,4.214843848,1,0,5.176091259,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1
3,2,0,361,2.225309282,3.86923172,0,1,5,1,5,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
3,1,1,484,1.799340549,3.77815125,0,1,5.301029996,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
4,0,1,441,1.963787827,3.698970004,1,0,4.698970004,1,4.903089987,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
0,2,3,225,2.283301229,4.606381365,1,0,5.698970004,1,5.698970004,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2,3,0,289,1.892094603,3.77815125,0,0,5,1,5,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0
1,2,2,484,2.033423755,4.204119983,1,0,5,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
3,0,2,225,2.056904851,3.903089987,1,0,4.602059991,1,4.602059991,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1
2,1,2,361,2.283301229,4.079181246,1,1,5,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
1,4,0,400,2.033423755,4.447158031,1,0,5.176091259,1,5.176091259,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1
2,1,2,256,2.025305865,4.079181246,1,0,4.698970004,0,5.301029996,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0
4,1,0,400,1.892094603,4.602059991,1,1,5.301029996,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
3,1,1,324,1.982271233,3.84509804,1,1,4.301029996,1,4.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
2,0,3,256,2.225309282,3.903089987,1,0,4.477121255,1,4.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1
2,3,0,169,2.255272505,4.447158031,1,0,4.698970004,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
2,2,1,324,1.924279286,3.666517981,1,0,4.698970004,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
5,0,0,169,2.041392685,3.77815125,0,0,4.77815125,1,4.77815125,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1
3,1,1,529,1.982271233,3.301029996,1,1,4.698970004,1,4.698970004,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
3,0,2,441,2.209515015,4.087071206,1,0,5.176091259,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
2,1,2,400,1.944482672,3.301029996,1,0,4.301029996,1,4.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
1,4,0,441,1.857332496,3.301029996,1,0,5,0,5.301029996,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
4,0,1,289,1.944482672,4.086359831,1,0,5.113943352,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
0,2,2,256,2.041392685,3.955206538,0,1,4,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
0,5,0,121,2.51054501,4.820857989,1,0,5.301029996,1,5.477121255,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
4,0,1,441,1.924279286,3.857332496,1,0,4.84509804,1,4.84509804,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
2,2,1,324,1.954242509,4,0,1,5,1,5.176091259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
3,1,1,484,1.924279286,3.301029996,1,1,4.477121255,1,4.698970004,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
5,0,0,576,2.033423755,3.301029996,0,1,4.698970004,1,4.77815125,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
3,0,2,324,1.991226076,3.301029996,1,0,4.477121255,1,4.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1
3,1,1,484,1.913813852,4.62324929,1,1,5.301029996,1,5.477121255,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0
3,0,2,361,2.008600172,4.477121255,1,1,5.079181246,1,5.176091259,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
3,0,2,441,1.954242509,4.133538908,0,1,5,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
1,2,2,324,2.100370545,4.204119983,0,0,4.77815125,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
3,1,1,121,2.401400541,4.662757832,1,0,5,1,5.301029996,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,4,484,2.120573931,4.164352856,0,1,5.397940009,1,5.397940009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
3,0,2,484,2.056904851,4.283301229,1,1,4.477121255,0,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1,3,1,441,1.973127854,3.698970004,1,1,5,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1
3,1,1,400,1.982271233,4.025305865,1,1,5.477121255,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
4,1,0,529,2.086359831,2.602059991,1,0,5.698970004,1,5.698970004,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
3,0,2,400,1.954242509,3.954242509,1,0,4.477121255,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1
4,0,1,256,2.158362492,3.903089987,1,0,4.698970004,1,5,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
3,1,1,361,2.139879086,4.117271296,1,0,4.84509804,1,4.903089987,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
4,0,1,484,1.792391689,0.301029996,0,0,4.301029996,1,4.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1
2,2,1,400,2.093421685,4.77815125,1,0,5.477121255,1,5.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1
3,1,1,484,1.857332496,3,1,1,4.698970004,0,5,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0
3,0,2,324,2.176091259,4.012837225,0,0,5,0,5.176091259,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1
5,0,0,529,2.093421685,3.505149978,1,1,5.301029996,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
1,2,2,100,2.421603927,4.579783597,0,0,5,0,5.301029996,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,5,121,2.193124598,4.84509804,0,1,5.301029996,1,5.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,3,1,400,2.033423755,4.079181246,1,1,5.301029996,1,5.477121255,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
1,2,2,144,2.283301229,4.477121255,1,0,5,1,5.301029996,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2,2,1,324,2.079181246,3.903089987,1,0,4.301029996,1,4.477121255,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0
1,2,2,400,1.991226076,4.146128036,1,1,5.301029996,1,5.477121255,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
2,2,1,361,2.158362492,3.903089987,1,1,5,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1
1,1,3,144,2.459392488,4.643452676,1,0,5,1,5.301029996,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
1,3,1,256,2.283301229,4.306210508,1,0,4.698970004,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
2,0,3,256,1.880813592,4.127104798,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
2,1,2,324,2.064457989,4.001733713,1,0,4.84509804,1,4.84509804,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1
2,1,2,441,1.982271233,3.77815125,1,0,5.602059991,1,5.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0
2,1,2,400,2.100370545,3.785329835,1,0,4.477121255,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
2,0,3,121,2.158362492,4.62324929,1,1,5.079181246,1,5.301029996,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
2,2,1,484,1.892094603,4.315970345,1,0,5,1,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1
2,1,2,441,2.033423755,4.303196057,1,1,5.698970004,1,6,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
3,1,1,361,2.033423755,4.152288344,1,0,5.176091259,1,5.301029996,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
5,0,0,625,1.982271233,2.602059991,1,0,4,1,4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
4,1,0,400,2.139879086,3.77815125,1,0,4,1,4.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
2,2,1,324,2.255272505,4.139879086,1,1,4.903089987,1,4.903089987,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
0,3,2,121,2.225309282,4.204119983,1,0,4.84509804,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
2,1,2,256,2.255272505,4.079181246,1,0,3.477121255,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
3,0,2,400,1.982271233,3.342422681,1,0,3.698970004,0,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
