Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Satisf
2,0,3,484,1.505149978,3.204119983,1,1,4.477121255,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
2,1,2,400,1.832508913,2.77815125,1,1,5,1,5,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
2,2,1,576,2.877371346,5.207149453,1,1,6.301029996,1,6,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
2,2,1,361,2.025305865,3.792391689,1,1,4.698970004,0,5,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1
3,0,2,196,2.100370545,4.133538908,1,1,5.255272505,0,5.397940009,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0
1,3,1,441,2.193124598,4.043755127,1,0,5,1,5.176091259,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1
2,1,2,324,2.240549248,4.414973348,0,1,5.477121255,0,5.698970004,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,2,2,441,2.158362492,0.301029996,1,0,4.477121255,1,4.698970004,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1
2,0,3,441,2.079181246,3.858537198,1,0,5.176091259,1,5.176091259,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
3,0,2,400,2.017033339,3.380211242,1,0,4.698970004,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
3,1,1,324,1.77815125,4.079181246,1,1,5,1,5,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
2,0,3,400,1.892094603,3.204119983,1,1,5.230448921,1,5.176091259,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
3,2,0,225,2.176091259,3.851258349,1,0,4.301029996,0,4.698970004,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1
2,1,2,441,1.716003344,3.361727836,1,0,4.477121255,1,4.698970004,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1
2,2,1,529,2.401400541,3.033423755,1,0,5,1,5.176091259,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1
2,0,3,196,2.334453751,4.255272505,1,1,5.301029996,1,5.477121255,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1
0,2,3,400,2.056904851,3.86923172,1,0,4.301029996,0,4.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1
3,0,2,196,1.681241237,4,1,0,4.698970004,1,4.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1
4,0,1,256,1.982271233,3.602059991,1,0,4.698970004,0,5,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
2,2,1,400,1.963787827,4,1,1,4.477121255,1,4.698970004,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
5,0,0,324,1.792391689,3.079181246,1,1,4,1,4,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1
2,0,3,361,2.079181246,3.301029996,1,1,4.301029996,1,4.477121255,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
3,0,2,324,2.008600172,4.350248018,1,1,5.477121255,1,5.477121255,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
3,0,2,400,1.913813852,3.77815125,1,1,5,1,5.301029996,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
2,1,2,361,1.982271233,3.602059991,1,1,4.698970004,1,5.176091259,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1
2,1,2,441,1.924279286,4.079181246,1,1,5.176091259,1,5.477121255,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
5,0,0,256,1.73239376,3.079181246,1,1,4,1,4,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1,0,4,225,2.204119983,4.152288344,1,0,4,0,4.477121255,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
3,1,1,576,1.934498451,2.602059991,1,1,5.477121255,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
1,2,2,324,2.079181246,3.838849091,1,1,5.477121255,1,5.477121255,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1,1,3,361,1.982271233,3.357934847,0,1,5.301029996,1,5.301029996,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
3,1,1,441,2.056904851,3.380211242,1,0,4.698970004,0,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1
3,1,1,361,2.176091259,3.880813592,1,1,5,1,5.176091259,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
1,2,2,400,2.008600172,4.225309282,0,1,5.477121255,1,5.698970004,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0
3,0,2,225,1.982271233,4.235528447,1,1,4.698970004,0,5.301029996,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
5,0,0,484,1.716003344,1.698970004,1,1,4.698970004,1,4,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
4,0,1,484,1.924279286,0.301029996,1,0,5.477121255,1,5.301029996,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0
2,1,2,400,1.944482672,3.646403726,1,1,5,1,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1
5,0,0,576,1.934498451,0.301029996,1,0,5.477121255,1,5.602059991,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
1,2,2,400,1.892094603,4.301029996,0,1,5.176091259,0,5.602059991,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0
3,2,0,324,1.857332496,2.77815125,1,1,0.301029996,0,0.301029996,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
3,1,1,484,1.944482672,0.301029996,1,0,5.176091259,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
2,1,2,361,2.139879086,4.643452676,1,1,5.477121255,0,5.698970004,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3,1,1,400,2.255272505,3.851258349,1,1,4.698970004,1,4.698970004,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
3,0,2,484,2.008600172,3.806179974,1,1,5.301029996,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
2,2,1,361,1.857332496,2.079181246,0,1,5,1,5,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1
3,0,2,441,1.737192643,3,1,1,4,0,4,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1
3,1,1,484,1.662757832,0.301029996,1,0,5,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
1,3,1,324,3.104487111,5.322219295,1,1,5.301029996,1,5.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
5,0,0,529,1.944482672,3,1,0,5,1,5.176091259,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1
2,2,1,400,1.77815125,4,1,1,5,1,4.301029996,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
1,4,0,484,1.982271233,2.903089987,1,1,4.698970004,1,4.698970004,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0
1,2,2,289,1.707570176,4,1,1,4.301029996,1,4.698970004,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0
1,3,1,256,2.017033339,4.193124598,1,1,4.477121255,1,4.698970004,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0
1,3,1,225,2.100370545,4.477121255,1,1,5,0,4.477121255,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0
3,1,1,361,2.033423755,4.303196057,1,1,4,1,4.301029996,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0
2,2,1,196,1.84509804,4.322219295,1,0,5.176091259,1,5.477121255,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1
2,0,3,289,2.008600172,4.008600172,1,1,5.397940009,1,5.301029996,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
1,4,0,144,2.610660163,4.857332496,1,1,5.477121255,1,5.477121255,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
2,1,2,400,2.193124598,3.903089987,1,1,4.698970004,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
2,1,2,100,2.380211242,4.230448921,1,1,5.77815125,1,5.77815125,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,2,2,289,2.193124598,4.62324929,1,1,4,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0
2,1,2,400,2.079181246,4.301029996,1,1,4,1,4,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
1,2,2,196,2.421603927,4.792391689,1,1,5.602059991,1,5.698970004,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1
2,0,3,225,2.283301229,4.204119983,1,1,5.301029996,1,5.477121255,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
1,2,2,361,2.100370545,4.505149978,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
3,1,1,324,2.139879086,4,1,1,5,1,5.176091259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
2,0,3,400,2.056904851,4.205312653,1,1,6.176091259,1,6.301029996,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
2,1,2,529,1.982271233,2.903089987,1,1,4.301029996,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
4,1,0,400,1.880813592,3.342422681,1,0,4,1,4.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1,3,1,225,2.831229694,4.672097858,1,1,5.477121255,1,5.477121255,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,3,2,225,2,4.146128036,1,1,4.698970004,1,5.301029996,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
0,3,2,289,2.979548375,4.820857989,1,1,5.301029996,1,5.301029996,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0
3,1,1,324,2.139879086,4.602059991,1,0,4,1,4.698970004,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0
3,1,1,400,1.924279286,3,1,1,5,1,5.397940009,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
2,2,1,324,2.240549248,4.206825876,1,1,5.544068044,1,5.602059991,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
2,2,1,289,2.823474229,4.346352974,1,1,3,1,5,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
2,1,2,400,2.056904851,3.707570176,1,1,5,1,5.477121255,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1
1,3,1,484,1.934498451,3.301029996,0,0,4.477121255,1,4.698970004,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
2,2,1,400,2.100370545,3.785329835,1,1,5.176091259,1,5.301029996,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0
2,1,2,441,2.158362492,3.84509804,1,0,4.602059991,0,5,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
1,3,0,289,1.69019608,3.301029996,1,0,4.301029996,1,4.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1
3,0,2,400,1.982271233,4.079181246,0,1,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
1,1,3,441,1.77815125,3.612783857,1,1,5.176091259,1,5.397940009,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,3,289,2.209515015,4.100370545,1,1,5.602059991,1,5.84509804,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
4,0,1,441,1.934498451,4.525044807,1,1,5.301029996,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1
2,2,1,441,2.079181246,3.789580712,1,1,5.477121255,1,5.477121255,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
3,1,1,484,1.954242509,2.77815125,1,0,5,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
2,1,2,400,1.934498451,4.261024834,1,0,5.113943352,1,5.230448921,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1
2,0,3,256,2.093421685,4.093421685,0,1,4.301029996,1,5,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
4,0,1,225,2.008600172,4.214843848,1,0,5,1,5.301029996,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1
4,0,1,529,1.892094603,3.301029996,1,0,5.698970004,1,5.698970004,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1
4,1,0,484,1.716003344,3.964730921,1,1,5.176091259,1,5.301029996,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
3,0,2,484,1.982271233,3.903089987,1,1,5.301029996,1,5.301029996,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1
3,0,2,324,2.008600172,3.86923172,1,1,4.698970004,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
3,1,1,441,1.944482672,4,1,1,4.84509804,1,5,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
2,2,1,196,2.079181246,4.264817823,1,1,5.544068044,1,5.698970004,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
1,4,0,256,2.322219295,4.361727836,1,1,5.176091259,1,5.176091259,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
3,1,1,400,2.033423755,4.079181246,1,1,5.397940009,1,5.397940009,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1
0,0,5,144,2.225309282,4.309630167,1,1,5.301029996,1,5.698970004,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0
2,2,1,289,2.049218023,4.361916619,0,1,4,1,5,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0
1,4,0,361,2.100370545,4.464191371,1,1,4.301029996,1,5,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
2,2,1,484,1.982271233,4.326335861,1,1,5.477121255,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
0,4,1,324,2.225309282,4.278753601,0,0,4.698970004,1,4.698970004,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0
3,1,1,484,1.698970004,0.301029996,1,0,5,0,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
2,2,1,400,2.193124598,4.002597981,1,0,5,1,5,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
1,3,1,400,1.924279286,4.209515015,1,1,5,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
3,1,1,484,2.471291711,3.301029996,1,1,4.698970004,1,5.301029996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
2,0,3,144,2.225309282,4.440909082,1,1,5.176091259,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
2,1,2,196,2.158362492,4.250420002,1,0,5.041392685,0,5.301029996,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
1,3,1,361,1.954242509,4.477121255,0,1,4.477121255,1,5,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
2,0,3,225,2.158362492,4.260071388,1,1,5,1,5.301029996,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
2,2,1,529,1.973127854,4.046495164,1,1,5.176091259,1,5.176091259,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1
5,0,0,484,1.880813592,3.342422681,1,1,5.176091259,1,5.176091259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3,1,1,400,2.079181246,3.799340549,1,1,5.544068044,1,5.602059991,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
1,3,1,169,3.211120541,5.338456494,1,1,6.176091259,1,5.698970004,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
5,0,0,289,1.924279286,3.880813592,1,1,5.301029996,1,5.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
2,1,2,400,2.008600172,3.093421685,1,1,4.698970004,1,4.698970004,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1
0,5,0,196,2.158362492,4.361727836,0,1,4.698970004,1,5,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
5,0,0,441,1.69019608,3.644438589,1,1,4.477121255,1,4.698970004,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
2,2,1,361,2,3.679427897,1,1,5,1,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
2,1,2,324,2.309630167,4.344392274,0,1,5.397940009,1,5.477121255,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0
3,0,2,576,1.903089987,2.602059991,1,1,4.903089987,1,5,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1
3,1,1,484,1.819543936,2.681241237,1,1,5.477121255,1,5.477121255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1
2,1,2,400,1.944482672,3.77815125,1,0,4.477121255,0,5.176091259,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0
2,0,3,324,2.033423755,3.394451681,1,1,4.698970004,1,4.698970004,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
1,1,3,256,2.008600172,4.255272505,0,1,5,0,5.477121255,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
2,1,2,529,1.880813592,3.31386722,1,1,5.301029996,1,5.477121255,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
2,1,2,400,2.139879086,3.62324929,1,1,5.301029996,1,5.301029996,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1
5,0,0,289,2.079181246,4.187520721,1,1,5.477121255,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
3,0,2,484,1.698970004,3.146128036,1,1,4.477121255,1,5,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0
1,3,1,400,2.209515015,3.079181246,1,0,5,1,5,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
0,0,5,441,1.982271233,3.903089987,1,1,5,0,5.301029996,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
2,1,2,441,2.152288344,3.146128036,1,1,5,1,5.176091259,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1
2,0,3,225,2.120573931,4.394451681,1,1,5.176091259,1,5.477121255,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0
2,0,3,361,2.250420002,3.857332496,1,1,5.176091259,1,5.301029996,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1
2,1,2,289,2.033423755,4.214843848,1,1,5.176091259,1,5.477121255,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
1,1,3,400,2.193124598,3.447158031,1,1,4.698970004,1,4.698970004,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1
4,0,1,361,2.056904851,3,1,1,4.698970004,1,4.698970004,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1
1,3,1,196,2.440909082,5.025305865,1,1,5.477121255,1,5.698970004,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
2,2,1,169,2.283301229,4.146128036,1,0,4.477121255,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
0,4,1,441,1.954242509,3.939519253,1,1,4.698970004,1,4.698970004,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
4,1,0,441,2.120573931,3.041392685,1,1,5.176091259,1,5.176091259,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1
3,1,1,169,1.86923172,3.77815125,1,1,4.477121255,0,4.301029996,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,2,3,289,2.357934847,4.748188027,1,1,6.176091259,0,6.301029996,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0
0,4,1,441,2.176091259,3.245512668,1,1,5,1,5,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
3,0,2,529,2.025305865,3.064457989,1,1,5.397940009,1,5.477121255,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
