,index,date,movieCd,audiCnt,scrnCnt,showCnt
2000,0,20190720,20175771,742451,1936,10421
2001,1,20190720,20183867,205119,901,2863
2002,2,20190720,20196309,188430,866,3108
2003,3,20190720,20184047,28625,401,639
2004,4,20190720,20183782,11766,154,227
2005,5,20190720,20190002,9193,264,368
2006,6,20190720,20192222,8993,412,655
2007,7,20190720,20191601,7649,189,231
2008,8,20190720,20185986,6587,167,293
2009,9,20190720,20185353,3944,158,224
2010,0,20190721,20175771,684481,1908,10061
2011,1,20190721,20183867,197336,958,2932
2012,2,20190721,20196309,162321,869,3047
2013,3,20190721,20184047,32127,409,640
2014,4,20190721,20183782,11669,170,243
2015,5,20190721,20191601,9290,203,244
2016,6,20190721,20190002,9119,254,359
2017,7,20190721,20192222,7165,389,618
2018,8,20190721,20185986,6389,170,302
2019,9,20190721,20190273,4910,60,80
2020,0,20190722,20175771,170260,1699,8642
2021,1,20190722,20183867,75168,876,3142
2022,2,20190722,20196309,54293,834,3166
2023,3,20190722,20184047,11417,358,663
2024,4,20190722,20183782,7503,205,372
2025,5,20190722,20182490,5174,21,21
2026,6,20190722,20192222,4579,380,670
2027,7,20190722,20185986,3572,192,369
2028,8,20190722,20180442,2179,7,12
2029,9,20190722,20185353,2008,154,246
2030,0,20190723,20175771,159050,1695,8578
2031,1,20190723,20183867,74317,890,3153
2032,2,20190723,20196309,50828,833,3172
2033,3,20190723,20184047,12846,352,666
2034,4,20190723,20183782,8675,212,384
2035,5,20190723,20183844,5322,26,26
2036,6,20190723,20192222,4607,395,691
2037,7,20190723,20185986,3406,189,366
2038,8,20190723,20185353,2337,168,254
2039,9,20190723,20191601,1476,117,133
2040,0,20190724,20182490,151261,1211,6598
2041,1,20190724,20175771,129149,1151,4982
2042,2,20190724,20183867,64372,700,2268
2043,3,20190724,20192725,54935,591,1506
2044,4,20190724,20196309,35868,587,1776
2045,5,20190724,20190002,16316,443,1235
2046,6,20190724,20184621,5733,23,23
2047,7,20190724,20184047,4980,130,182
2048,8,20190724,20191845,3847,19,23
2049,9,20190724,20183782,2865,78,118
2050,0,20190725,20175771,135248,1192,4975
2051,1,20190725,20182490,113781,1165,6088
2052,2,20190725,20183867,69033,770,2342
2053,3,20190725,20198323,34635,590,1072
2054,4,20190725,20196309,34491,618,1724
2055,5,20190725,20192725,25374,602,1289
2056,6,20190725,20190002,15868,442,1117
2057,7,20190725,20184047,4372,122,158
2058,8,20190725,20180442,3428,18,18
2059,9,20190725,20183782,3398,83,126
2060,0,20190726,20175771,157525,1234,5270
2061,1,20190726,20182490,105065,1084,5559
2062,2,20190726,20183867,87409,871,2744
2063,3,20190726,20196309,42394,670,1844
2064,4,20190726,20198323,31027,607,1159
2065,5,20190726,20192725,19319,576,1208
2066,6,20190726,20190002,18181,449,1019
2067,7,20190726,20184047,6496,150,219
2068,8,20190726,20183782,3879,94,140
2069,9,20190726,20180442,2297,11,11
2070,0,20190727,20175771,357814,1404,6072
2071,1,20190727,20182490,199415,1016,4850
2072,2,20190727,20183867,179395,1015,3302
2073,3,20190727,20196309,83313,676,1818
2074,4,20190727,20198323,68894,709,1464
2075,5,20190727,20192725,33799,568,1072
2076,6,20190727,20190002,28091,437,835
2077,7,20190727,20184047,13501,199,291
2078,8,20190727,20183782,6879,94,151
2079,9,20190727,20190273,3396,37,48
2080,0,20190728,20175771,322091,1435,6030
2081,1,20190728,20183867,168803,1015,3305
2082,2,20190728,20182490,165836,972,4511
2083,3,20190728,20196309,72444,688,1831
2084,4,20190728,20198323,71706,717,1486
2085,5,20190728,20192725,30561,553,1040
2086,6,20190728,20190002,25925,454,841
2087,7,20190728,20184047,13813,192,280
2088,8,20190728,20183782,7326,99,160
2089,9,20190728,20190273,3561,43,53
2090,0,20190729,20175771,160017,1281,5698
2091,1,20190729,20183867,96583,917,3209
2092,2,20190729,20182490,64201,908,4209
2093,3,20190729,20198323,55102,636,1421
2094,4,20190729,20196309,37459,638,1816
2095,5,20190729,20190002,15837,450,902
2096,6,20190729,20192725,15636,511,970
2097,7,20190729,20184047,10599,184,294
2098,8,20190729,20184462,6782,30,32
2099,9,20190729,20183782,5161,112,190
2100,0,20190730,20175771,148635,1311,5674
2101,1,20190730,20183867,96688,936,3231
2102,2,20190730,20198323,60213,673,1484
2103,3,20190730,20182490,60121,870,4015
2104,4,20190730,20196309,38665,641,1825
2105,5,20190730,20184621,17516,100,100
2106,6,20190730,20192725,15983,502,964
2107,7,20190730,20190002,15575,454,900
2108,8,20190730,20184047,10975,201,316
2109,9,20190730,20180442,5843,23,29
2110,0,20190731,20184621,489996,1323,6827
2111,1,20190731,20180442,380092,1405,6140
2112,2,20190731,20183844,175928,806,2738
2113,3,20190731,20175771,126217,761,1974
2114,4,20190731,20183867,80791,565,1246
2115,5,20190731,20198323,37382,420,602
2116,6,20190731,20182490,20222,399,666
2117,7,20190731,20196309,11293,180,252
2118,8,20190731,20192725,4495,106,129
2119,9,20190731,20190002,2360,48,60
2120,0,20190801,20184621,391904,1331,7129
2121,1,20190801,20180442,166793,1307,5799
2122,2,20190801,20183844,115763,810,2848
2123,3,20190801,20175771,87784,814,2027
2124,4,20190801,20183867,64925,608,1327
2125,5,20190801,20198323,37449,448,725
2126,6,20190801,20182490,9819,332,497
2127,7,20190801,20196309,8106,164,229
2128,8,20190801,20191741,3797,19,19
2129,9,20190801,20192725,3103,82,97
2130,0,20190802,20184621,474777,1466,7622
2131,1,20190802,20180442,155513,1231,5170
2132,2,20190802,20183844,106131,871,2933
2133,3,20190802,20175771,80277,825,2130
2134,4,20190802,20183867,67775,653,1487
2135,5,20190802,20198323,37693,528,902
2136,6,20190802,20196309,8613,164,226
2137,7,20190802,20182490,8611,286,414
2138,8,20190802,20183782,2531,41,80
2139,9,20190802,20192725,2474,80,89
2140,0,20190803,20184621,791266,1585,8436
2141,1,20190803,20180442,233039,1154,4673
2142,2,20190803,20183844,124616,933,3022
2143,3,20190803,20175771,103250,839,2153
2144,4,20190803,20183867,86720,691,1603
2145,5,20190803,20198323,45456,558,1002
2146,6,20190803,20196309,10759,173,238
2147,7,20190803,20182490,6739,237,318
2148,8,20190803,20183782,3483,51,84
2149,9,20190803,20190002,2905,43,65
2150,0,20190804,20184621,773015,1660,8605
2151,1,20190804,20180442,204835,1134,4374
2152,2,20190804,20183844,109965,918,2860
2153,3,20190804,20175771,87321,840,2112
2154,4,20190804,20183867,75575,702,1603
2155,5,20190804,20198323,44298,543,991
2156,6,20190804,20196309,9101,176,251
2157,7,20190804,20182490,5839,229,302
2158,8,20190804,20183782,2923,57,87
2159,9,20190804,20192725,2455,74,81
2160,0,20190805,20184621,417327,1519,8425
2161,1,20190805,20180442,97290,1019,4037
2162,2,20190805,20183844,52812,773,2484
2163,3,20190805,20183867,41821,666,1630
2164,4,20190805,20175771,41305,777,2101
2165,5,20190805,20198323,23988,521,937
2166,6,20190805,20196309,5228,180,266
2167,7,20190805,20182490,4244,238,315
2168,8,20190805,20184462,3796,17,17
2169,9,20190805,20196655,2854,23,44
2170,0,20190806,20184621,369415,1556,8491
2171,1,20190806,20180442,83088,1044,3962
2172,2,20190806,20183844,52191,782,2416
2173,3,20190806,20175771,39682,811,2054
2174,4,20190806,20183867,39339,679,1608
2175,5,20190806,20198323,25542,518,932
2176,6,20190806,20196309,4975,184,265
2177,7,20190806,20182490,4325,228,312
2178,8,20190806,20196655,3745,25,50
2179,9,20190806,20184462,3261,21,21
2180,0,20190807,20184462,333867,1392,5801
2181,1,20190807,20184621,306144,1315,6267
2182,2,20190807,20193275,109242,569,1960
2183,3,20190807,20180442,37385,699,1870
2184,4,20190807,20183844,31526,583,1085
2185,5,20190807,20191741,24389,512,1002
2186,6,20190807,20183867,22409,330,744
2187,7,20190807,20175771,18874,443,749
2188,8,20190807,20198323,14345,295,402
2189,9,20190807,20196655,3858,20,48
2190,0,20190808,20184621,277731,1339,6439
2191,1,20190808,20184462,276819,1373,5825
2192,2,20190808,20193275,48821,512,1568
2193,3,20190808,20183844,31453,592,1044
2194,4,20190808,20180442,30093,680,1724
2195,5,20190808,20191741,20320,497,924
2196,6,20190808,20183867,20257,330,700
2197,7,20190808,20175771,15596,426,698
2198,8,20190808,20198323,13389,291,385
2199,9,20190808,20190741,5901,366,593
2200,0,20190809,20184621,318642,1367,6859
2201,1,20190809,20184462,297680,1410,6051
2202,2,20190809,20193275,33775,515,1409
2203,3,20190809,20180442,30661,625,1584
2204,4,20190809,20183844,28702,584,1017
2205,5,20190809,20183867,21338,331,715
2206,6,20190809,20191741,16561,492,876
2207,7,20190809,20175771,15053,430,664
2208,8,20190809,20198323,12900,316,436
2209,9,20190809,20190741,4888,349,558
2210,0,20190810,20184621,596628,1465,7541
2211,1,20190810,20184462,566524,1463,6367
2212,2,20190810,20183844,49354,611,1021
2213,3,20190810,20193275,46544,499,1126
2214,4,20190810,20180442,46308,595,1403
2215,5,20190810,20191741,34371,499,854
2216,6,20190810,20183867,34174,341,706
2217,7,20190810,20175771,28406,432,652
2218,8,20190810,20198323,23359,337,482
2219,9,20190810,20190741,7148,342,478
2220,0,20190811,20184462,539026,1476,6378
2221,1,20190811,20184621,532463,1442,7423
2222,2,20190811,20183844,49534,611,1034
2223,3,20190811,20180442,36608,572,1301
2224,4,20190811,20193275,35224,487,1024
2225,5,20190811,20191741,33807,503,841
2226,6,20190811,20183867,29890,341,700
2227,7,20190811,20175771,25137,412,613
2228,8,20190811,20198323,22900,349,492
2229,9,20190811,20190741,6870,332,467
2230,0,20190812,20184462,219475,1383,6201
2231,1,20190812,20184621,211799,1336,7073
2232,2,20190812,20183844,18134,555,942
2233,3,20190812,20180442,16935,545,1337
2234,4,20190812,20183867,14445,340,726
2235,5,20190812,20193275,11942,460,849
2236,6,20190812,20175771,10281,384,624
2237,7,20190812,20191741,8981,439,693
2238,8,20190812,20198323,8903,329,465
2239,9,20190812,20184543,7392,30,33
2240,0,20190813,20184462,202972,1430,6251
2241,1,20190813,20184621,196572,1365,7063
2242,2,20190813,20183844,21107,574,944
2243,3,20190813,20183867,16543,342,726
2244,4,20190813,20180442,16481,561,1321
2245,5,20190813,20193275,13088,456,831
2246,6,20190813,20175771,10961,397,634
2247,7,20190813,20191741,10857,458,721
2248,8,20190813,20198323,10565,319,462
2249,9,20190813,20184543,6453,32,32
2250,0,20190814,20196850,351556,1270,6066
2251,1,20190814,20184462,214383,1192,5005
2252,2,20190814,20184621,201354,1070,5071
2253,3,20190814,20182241,14350,483,782
2254,4,20190814,20183844,12056,327,432
2255,5,20190814,20187959,9373,380,506
2256,6,20190814,20180442,6504,221,459
2257,7,20190814,20190741,5854,253,323
2258,8,20190814,20198323,5062,153,188
2259,9,20190814,20183867,4929,140,196
2260,0,20190815,20196850,551246,1291,5898
2261,1,20190815,20184462,479598,1234,5213
2262,2,20190815,20184621,392871,1029,4772
2263,3,20190815,20182241,56596,512,857
2264,4,20190815,20188404,30566,423,844
2265,5,20190815,20183844,29681,312,399
2266,6,20190815,20187959,28544,404,537
2267,7,20190815,20198323,15574,164,196
2268,8,20190815,20180442,13726,226,397
2269,9,20190815,20191741,10323,137,155
2270,0,20190816,20196850,281168,1288,6034
2271,1,20190816,20184462,203671,1163,4946
2272,2,20190816,20184621,199787,1010,4825
2273,3,20190816,20188404,15992,421,838
2274,4,20190816,20183844,12546,325,400
2275,5,20190816,20182241,12042,473,737
2276,6,20190816,20187959,9156,384,487
2277,7,20190816,20180442,8164,213,394
2278,8,20190816,20198323,5938,163,200
2279,9,20190816,20183867,4041,109,138
2280,0,20190817,20196850,449067,1307,6185
2281,1,20190817,20184462,318038,1183,5053
2282,2,20190817,20184621,308601,1032,4899
2283,3,20190817,20182241,27387,511,811
2284,4,20190817,20188404,19150,413,744
2285,5,20190817,20183844,18156,342,447
2286,6,20190817,20187959,12265,375,485
2287,7,20190817,20198323,10729,188,232
2288,8,20190817,20180442,7336,185,365
2289,9,20190817,20183867,6381,114,148
2290,0,20190818,20196850,395808,1311,6060
2291,1,20190818,20184462,269518,1183,4893
2292,2,20190818,20184621,259257,1042,4788
2293,3,20190818,20182241,25718,499,799
2294,4,20190818,20183844,16396,330,439
2295,5,20190818,20188404,15232,403,721
2296,6,20190818,20198323,10842,200,254
2297,7,20190818,20187959,10753,364,451
2298,8,20190818,20183867,5918,113,154
2299,9,20190818,20180442,5174,185,344
2300,0,20190819,20196850,141145,1219,5682
2301,1,20190819,20184621,99632,987,4596
2302,2,20190819,20184462,93067,1105,4686
2303,3,20190819,20188404,7400,386,715
2304,4,20190819,20182241,6785,418,564
2305,5,20190819,20183844,5501,260,320
2306,6,20190819,20187959,4321,309,365
2307,7,20190819,20198323,3342,153,188
2308,8,20190819,20183867,2880,115,162
2309,9,20190819,20180442,2358,177,326
2310,0,20190820,20196850,119207,1240,5624
2311,1,20190820,20184621,94910,1017,4610
2312,2,20190820,20184462,86783,1128,4635
2313,3,20190820,20183844,8573,295,359
2314,4,20190820,20182241,7012,421,565
2315,5,20190820,20188404,6352,388,707
2316,6,20190820,20187959,5880,321,376
2317,7,20190820,20198323,3907,146,178
2318,8,20190820,20183867,2979,114,160
2319,9,20190820,20190741,2212,146,211
2320,0,20190821,20184543,97117,742,3089
2321,1,20190821,20196850,96050,973,4333
2322,2,20190821,20185985,83073,806,3326
2323,3,20190821,20184621,82331,782,3380
2324,4,20190821,20184462,66044,876,3295
2325,5,20190821,20182241,4726,235,274
2326,6,20190821,20183844,3983,152,180
2327,7,20190821,20187959,2416,100,111
2328,8,20190821,20198323,2105,86,104
2329,9,20190821,20183867,1838,71,93
2330,0,20190822,20184543,85377,726,2877
2331,1,20190822,20196850,85287,925,3979
2332,2,20190822,20184621,71503,739,3048
2333,3,20190822,20185985,61340,736,3004
2334,4,20190822,20184462,56401,805,2859
2335,5,20190822,20171021,34178,274,1358
2336,6,20190822,20191604,8740,222,439
2337,7,20190822,20198323,3667,82,96
2338,8,20190822,20182241,3411,188,213
2339,9,20190822,20183844,3120,114,132
2340,0,20190823,20184543,113164,844,3226
2341,1,20190823,20196850,99671,927,3979
2342,2,20190823,20184621,87092,761,3251
2343,3,20190823,20185985,60971,739,3039
2344,4,20190823,20184462,58760,771,2739
2345,5,20190823,20171021,24546,276,1319
2346,6,20190823,20191604,7524,231,442
2347,7,20190823,20198323,3107,89,104
2348,8,20190823,20190703,2783,146,271
2349,9,20190823,20182241,2659,182,203
2350,0,20190824,20184543,228498,931,3516
2351,1,20190824,20196850,209804,979,4059
2352,2,20190824,20184621,190750,846,3553
2353,3,20190824,20185985,117532,754,2978
2354,4,20190824,20184462,108596,741,2586
2355,5,20190824,20171021,40620,264,1277
2356,6,20190824,20191604,10476,235,395
2357,7,20190824,20182241,9792,281,343
2358,8,20190824,20183844,7820,194,236
2359,9,20190824,20198323,7344,127,165
2360,0,20190825,20184543,230239,975,3653
2361,1,20190825,20196850,184266,949,3922
2362,2,20190825,20184621,176426,867,3537
2363,3,20190825,20185985,105061,733,2859
2364,4,20190825,20184462,97010,728,2501
2365,5,20190825,20171021,30825,255,1165
2366,6,20190825,20182241,10214,286,348
2367,7,20190825,20191604,9861,231,384
2368,8,20190825,20198323,7883,124,167
2369,9,20190825,20183844,7407,180,223
2370,0,20190826,20184543,89192,893,3638
2371,1,20190826,20184621,59223,805,3371
2372,2,20190826,20196850,55318,895,3677
2373,3,20190826,20184462,33377,715,2375
2374,4,20190826,20185985,32915,674,2652
2375,5,20190826,20171021,10652,236,1076
2376,6,20190826,20181416,5640,23,23
2377,7,20190826,20191604,4797,223,419
2378,8,20190826,20193665,4306,22,22
2379,9,20190826,20198323,2544,78,96
2380,0,20190827,20184543,81681,917,3702
2381,1,20190827,20184621,59214,827,3374
2382,2,20190827,20196850,53252,907,3644
2383,3,20190827,20185985,35401,711,2658
2384,4,20190827,20184462,34053,725,2362
2385,5,20190827,20171021,9992,237,1059
2386,6,20190827,20191604,4655,225,424
2387,7,20190827,20190703,2669,142,264
2388,8,20190827,20198323,2653,76,93
2389,9,20190827,20181416,2491,23,23
2390,0,20190828,20181416,173513,1052,4549
2391,1,20190828,20184543,135566,822,2701
2392,2,20190828,20184621,94751,708,2224
2393,3,20190828,20196850,78503,684,2038
2394,4,20190828,20193665,76468,649,2542
2395,5,20190828,20184462,36408,544,1064
2396,6,20190828,20185985,28719,539,1110
2397,7,20190828,20194384,16829,431,993
2398,8,20190828,20171021,14324,215,608
2399,9,20190828,20191604,3146,100,124
2400,0,20190829,20181416,79110,1004,4559
2401,1,20190829,20184543,59787,779,2868
2402,2,20190829,20184621,44855,671,2217
2403,3,20190829,20196850,37465,622,1996
2404,4,20190829,20193665,36405,588,2456
2405,5,20190829,20184462,16978,505,998
2406,6,20190829,20185985,14266,509,1041
2407,7,20190829,20194384,10076,421,960
2408,8,20190829,20171021,5955,192,504
2409,9,20190829,20181103,3790,145,262
2410,0,20190830,20181416,97637,1034,4704
2411,1,20190830,20184543,77570,879,3194
2412,2,20190830,20184621,59268,737,2473
2413,3,20190830,20196850,46579,657,2026
2414,4,20190830,20193665,41801,622,2320
2415,5,20190830,20184462,17957,513,1003
2416,6,20190830,20185985,11890,505,966
2417,7,20190830,20194384,11221,425,882
2418,8,20190830,20171021,6140,193,449
2419,9,20190830,20181103,3529,140,260
2420,0,20190831,20181416,169207,1078,4955
2421,1,20190831,20184543,157900,934,3672
2422,2,20190831,20184621,132506,781,2808
2423,3,20190831,20196850,96505,671,2137
2424,4,20190831,20193665,79099,644,2150
2425,5,20190831,20184462,32076,512,976
2426,6,20190831,20185985,21249,488,860
2427,7,20190831,20194384,18519,413,752
2428,8,20190831,20171021,8867,178,396
2429,9,20190831,20183867,6092,54,133
2430,0,20190901,20181416,145265,1032,4696
2431,1,20190901,20184543,128666,888,3496
2432,2,20190901,20184621,105783,800,2784
2433,3,20190901,20196850,81181,666,2091
2434,4,20190901,20193665,71516,642,2073
2435,5,20190901,20184462,29522,499,925
2436,6,20190901,20185985,19566,462,811
2437,7,20190901,20194384,15991,410,711
2438,8,20190901,20171021,7127,183,370
2439,9,20190901,20198323,5744,75,106
2440,0,20190902,20181416,55865,974,4284
2441,1,20190902,20184543,37302,794,3149
2442,2,20190902,20184621,31594,726,2632
2443,3,20190902,20196850,25595,625,1993
2444,4,20190902,20193665,21965,590,1950
2445,5,20190902,20184462,11404,484,951
2446,6,20190902,20194384,7352,406,754
2447,7,20190902,20185985,7227,452,802
2448,8,20190902,20187322,3075,9,9
2449,9,20190902,20181103,2823,128,249
2450,0,20190903,20181416,56868,989,4280
2451,1,20190903,20184543,33012,804,3095
2452,2,20190903,20184621,28775,726,2614
2453,3,20190903,20196850,22643,637,1983
2454,4,20190903,20193665,18817,586,1877
2455,5,20190903,20184462,10184,485,939
2456,6,20190903,20194384,7555,400,742
2457,7,20190903,20185985,7242,456,831
2458,8,20190903,20188750,3951,12,18
2459,9,20190903,20181103,2896,135,253
2460,0,20190904,20192804,58276,975,3212
2461,1,20190904,20181416,48817,817,3231
2462,2,20190904,20184543,30323,718,2566
2463,3,20190904,20184621,29908,659,2336
2464,4,20190904,20193821,27938,590,1130
2465,5,20190904,20196850,19368,583,1510
2466,6,20190904,20193665,12108,510,1122
2467,7,20190904,20184462,6810,344,557
2468,8,20190904,20187322,4480,24,24
2469,9,20190904,20185985,3903,229,330
2470,0,20190905,20192804,46544,951,3082
2471,1,20190905,20181416,41188,812,3134
2472,2,20190905,20184621,26040,665,2283
2473,3,20190905,20184543,22207,709,2356
2474,4,20190905,20193821,16893,623,1164
2475,5,20190905,20196850,16725,577,1464
2476,6,20190905,20193665,10148,492,1077
2477,7,20190905,20194541,5520,169,566
2478,8,20190905,20187322,5284,23,23
2479,9,20190905,20184462,5247,325,524
2480,0,20190906,20192804,69109,995,3110
2481,1,20190906,20181416,52001,845,3288
2482,2,20190906,20184621,34975,690,2409
2483,3,20190906,20184543,29484,699,2420
2484,4,20190906,20196850,20968,597,1501
2485,5,20190906,20193821,18191,643,1266
2486,6,20190906,20193665,13226,500,1102
2487,7,20190906,20194541,6709,174,539
2488,8,20190906,20184572,5948,23,23
2489,9,20190906,20184462,5930,336,546
2490,0,20190907,20192804,116710,998,3169
2491,1,20190907,20193821,111639,847,2487
2492,2,20190907,20181416,87958,908,3528
2493,3,20190907,20184621,78325,718,2580
2494,4,20190907,20184543,51073,728,2409
2495,5,20190907,20196850,44573,652,1491
2496,6,20190907,20193665,26277,526,1108
2497,7,20190907,20194541,10525,183,512
2498,8,20190907,20184462,10342,330,512
2499,9,20190907,20185985,5212,199,290
2500,0,20190908,20193821,142008,889,2572
2501,1,20190908,20192804,123536,999,3110
2502,2,20190908,20181416,90199,879,3405
2503,3,20190908,20184621,78687,732,2544
2504,4,20190908,20184543,54918,720,2315
2505,5,20190908,20196850,43268,638,1476
2506,6,20190908,20193665,26575,520,1074
2507,7,20190908,20194541,15401,184,520
2508,8,20190908,20184462,10169,332,510
2509,9,20190908,20181103,6103,91,166
2510,0,20190909,20192804,30104,929,2848
2511,1,20190909,20181416,27462,852,3212
2512,2,20190909,20184621,20625,680,2371
2513,3,20190909,20184543,14901,635,2038
2514,4,20190909,20196850,12523,554,1437
2515,5,20190909,20193821,9100,560,1159
2516,6,20190909,20193665,7780,467,989
2517,7,20190909,20188750,4851,31,31
2518,8,20190909,20184462,3798,335,515
2519,9,20190909,20194541,3516,166,471
2520,0,20190910,20192804,28362,919,2774
2521,1,20190910,20181416,26595,860,3169
2522,2,20190910,20184621,19886,678,2331
2523,3,20190910,20184543,13765,660,2050
2524,4,20190910,20196850,11992,561,1419
2525,5,20190910,20188750,11124,55,58
2526,6,20190910,20193665,7561,475,992
2527,7,20190910,20193821,7469,535,1063
2528,8,20190910,20194456,4298,20,20
2529,9,20190910,20184462,3659,334,508
2530,0,20190911,20184572,332290,1345,5768
2531,1,20190911,20188750,244335,1139,5788
2532,2,20190911,20187322,55320,911,3900
2533,3,20190911,20192804,15205,310,484
2534,4,20190911,20181416,11778,321,658
2535,5,20190911,20184621,9494,317,565
2536,6,20190911,20193821,7185,413,633
2537,7,20190911,20194442,3879,245,279
2538,8,20190911,20181103,3721,67,148
2539,9,20190911,20194045,3353,277,340
2540,0,20190912,20188750,442565,1221,6188
2541,1,20190912,20184572,353878,1429,6184
2542,2,20190912,20187322,157371,894,3847
2543,3,20190912,20193821,40524,616,1155
2544,4,20190912,20184621,25837,350,584
2545,5,20190912,20192804,17076,298,434
2546,6,20190912,20181416,13026,299,507
2547,7,20190912,20194045,11460,459,634
2548,8,20190912,20194442,6692,295,378
2549,9,20190912,20181103,4484,64,127
2550,0,20190913,20188750,640253,1331,6595
2551,1,20190913,20184572,366754,1415,5956
2552,2,20190913,20187322,251764,947,3973
2553,3,20190913,20184621,37835,374,635
2554,4,20190913,20193821,25292,591,1099
2555,5,20190913,20192804,16250,284,398
2556,6,20190913,20181416,9788,263,416
2557,7,20190913,20194045,7782,388,506
2558,8,20190913,20196850,4680,80,119
2559,9,20190913,20181103,4097,58,121
2560,0,20190914,20188750,756981,1483,7268
2561,1,20190914,20184572,368986,1389,5710
2562,2,20190914,20187322,240835,990,4021
2563,3,20190914,20193821,47072,595,1140
2564,4,20190914,20184621,37419,404,703
2565,5,20190914,20192804,20334,270,375
2566,6,20190914,20194045,14527,423,552
2567,7,20190914,20181416,11548,231,354
2568,8,20190914,20193807,7411,57,91
2569,9,20190914,20181103,5386,66,131
2570,0,20190915,20188750,571572,1511,7247
2571,1,20190915,20184572,245513,1324,5338
2572,2,20190915,20187322,151454,946,3763
2573,3,20190915,20193821,47165,586,1076
2574,4,20190915,20184621,20668,388,675
2575,5,20190915,20194045,15533,413,521
2576,6,20190915,20192804,14805,257,367
2577,7,20190915,20181416,7944,227,332
2578,8,20190915,20193807,5593,53,87
2579,9,20190915,20181103,5051,68,131
2580,0,20190916,20188750,197828,1251,6234
2581,1,20190916,20184572,85376,1210,4911
2582,2,20190916,20187322,36338,878,3504
2583,3,20190916,20192804,6460,293,465
2584,4,20190916,20184483,5482,29,29
2585,5,20190916,20184621,4977,352,622
2586,6,20190916,20196850,4220,105,155
2587,7,20190916,20193821,4175,369,485
2588,8,20190916,20181416,4162,300,524
2589,9,20190916,20181103,2759,71,154
2590,0,20190917,20188750,136687,1285,6203
2591,1,20190917,20184572,57635,1221,4779
2592,2,20190917,20187322,45119,943,3410
2593,3,20190917,20184483,9410,69,69
2594,4,20190917,20192804,4638,283,444
2595,5,20190917,20181416,3572,292,511
2596,6,20190917,20193821,3266,343,433
2597,7,20190917,20184621,3188,333,560
2598,8,20190917,20181103,2466,78,159
2599,9,20190917,20198323,1416,11,13
2600,0,20190918,20188750,128152,1172,5858
2601,1,20190918,20184572,48217,968,3717
2602,2,20190918,20193807,39393,816,3789
2603,3,20190918,20187322,23329,689,2552
2604,4,20190918,20184483,5432,33,33
2605,5,20190918,20181103,2690,81,172
2606,6,20190918,20192804,2569,127,220
2607,7,20190918,20181416,2202,166,295
2608,8,20190918,20193821,2163,232,294
2609,9,20190918,20184621,2136,222,383
2610,0,20190919,20188750,102196,1052,4948
2611,1,20190919,20192982,47212,783,3250
2612,2,20190919,20184572,37778,846,2856
2613,3,20190919,20193807,24655,766,3046
2614,4,20190919,20187322,17674,580,1769
2615,5,20190919,20184483,6284,36,36
2616,6,20190919,20195202,2574,130,198
2617,7,20190919,20189077,1809,129,238
2618,8,20190919,20193821,1629,166,196
2619,9,20190919,20181103,1578,76,128
2620,0,20190920,20188750,131298,1083,5218
2621,1,20190920,20192982,62191,823,3442
2622,2,20190920,20184572,41868,821,2872
2623,3,20190920,20193807,30920,729,2949
2624,4,20190920,20187322,20692,619,1824
2625,5,20190920,20192804,2841,104,151
2626,6,20190920,20181103,2671,77,136
2627,7,20190920,20184483,2467,19,19
2628,8,20190920,20193821,1917,183,218
2629,9,20190920,20193601,1808,9,9
2630,0,20190921,20188750,284383,1225,6002
2631,1,20190921,20192982,135464,853,3633
2632,2,20190921,20184572,80747,818,2899
2633,3,20190921,20193807,62239,667,2679
2634,4,20190921,20187322,46634,593,1779
2635,5,20190921,20193821,20352,408,602
2636,6,20190921,20192804,5776,109,177
2637,7,20190921,20181103,4137,85,149
2638,8,20190921,20184621,4078,152,204
2639,9,20190921,20194943,3197,232,297
2640,0,20190922,20188750,245295,1196,5844
2641,1,20190922,20192982,105566,835,3526
2642,2,20190922,20184572,75948,801,2790
2643,3,20190922,20193807,53538,647,2494
2644,4,20190922,20187322,43858,597,1741
2645,5,20190922,20193821,21845,431,644
2646,6,20190922,20181103,3861,91,154
2647,7,20190922,20192804,3630,104,161
2648,8,20190922,20184621,3421,140,184
2649,9,20190922,20194943,3122,239,293
2650,0,20190923,20188750,75530,1084,5372
2651,1,20190923,20192982,30128,799,3291
2652,2,20190923,20184572,26053,748,2713
2653,3,20190923,20193807,16466,614,2277
2654,4,20190923,20187322,12712,558,1668
2655,5,20190923,20184483,2640,13,13
2656,6,20190923,20195968,2320,11,11
2657,7,20190923,20181103,1963,85,164
2658,8,20190923,20192804,1213,96,145
2659,9,20190923,20193821,1097,171,198
2660,0,20190924,20188750,65944,1114,5235
2661,1,20190924,20192982,26323,787,3179
2662,2,20190924,20184572,22523,777,2661
2663,3,20190924,20184483,21932,147,164
2664,4,20190924,20193807,14971,630,2161
2665,5,20190924,20187322,13612,584,1642
2666,6,20190924,20194456,8570,64,65
2667,7,20190924,20193601,3644,17,17
2668,8,20190924,20195920,3347,15,18
2669,9,20190924,20192804,3278,109,160
2670,0,20190925,20193601,129938,1065,4381
2671,1,20190925,20188750,89092,881,3229
2672,2,20190925,20194456,53451,731,2675
2673,3,20190925,20199446,47986,670,1648
2674,4,20190925,20192982,19165,520,1159
2675,5,20190925,20184572,14507,516,1083
2676,6,20190925,20195968,9911,159,587
