,index,date,movieCd,audiCnt,scrnCnt,showCnt
3995,5,20200204,20198676,2683,156,287
3996,6,20200204,20183002,2331,345,560
3997,7,20200204,20198430,2062,106,165
3998,8,20200204,20182447,1903,6,6
3999,9,20200204,20196670,1482,170,243
4000,0,20200205,20182447,96638,1111,5915
4001,1,20200205,20198431,57301,951,4738
4002,2,20200205,20180939,34549,814,3359
4003,3,20200205,20192101,21938,691,2433
4004,4,20200205,20191109,4355,164,276
4005,5,20200205,20197390,3764,220,462
4006,6,20200205,20100312,3076,146,331
4007,7,20200205,20192240,2058,13,13
4008,8,20200205,20198676,1575,107,165
4009,9,20200205,20192300,1475,214,298
4010,0,20200206,20182447,86466,1135,5821
4011,1,20200206,20198431,36955,963,4444
4012,2,20200206,20180939,29666,800,3194
4013,3,20200206,20192101,21754,683,2306
4014,4,20200206,20192984,5318,370,463
4015,5,20200206,20192240,4911,22,22
4016,6,20200206,20197390,4266,246,473
4017,7,20200206,20193321,3131,16,16
4018,8,20200206,20100312,2854,149,319
4019,9,20200206,20191085,2814,48,82
4020,0,20200207,20182447,103032,1123,5956
4021,1,20200207,20198431,40165,957,4484
4022,2,20200207,20180939,32676,814,3216
4023,3,20200207,20192101,22518,684,2312
4024,4,20200207,20197390,4916,246,490
4025,5,20200207,20100312,3339,151,328
4026,6,20200207,20192984,3224,369,470
4027,7,20200207,20191109,2778,181,304
4028,8,20200207,20198676,1889,111,170
4029,9,20200207,20191085,1550,52,88
4030,0,20200208,20182447,198935,1197,6505
4031,1,20200208,20198431,69463,939,4555
4032,2,20200208,20180939,66463,837,3328
4033,3,20200208,20192101,39560,697,2445
4034,4,20200208,20192984,15304,464,806
4035,5,20200208,20197390,9601,260,526
4036,6,20200208,20100312,4769,153,321
4037,7,20200208,20192300,3155,228,307
4038,8,20200208,20198676,2776,114,169
4039,9,20200208,20191109,2373,175,290
4040,0,20200209,20182447,188699,1194,6399
4041,1,20200209,20198431,60583,921,4341
4042,2,20200209,20180939,60064,835,3237
4043,3,20200209,20192101,38061,698,2335
4044,4,20200209,20192984,15642,485,842
4045,5,20200209,20197390,10019,277,524
4046,6,20200209,20100312,4622,148,308
4047,7,20200209,20192300,3324,225,297
4048,8,20200209,20191109,2588,174,274
4049,9,20200209,20198676,2537,113,164
4050,0,20200210,20182447,78965,1102,5630
4051,1,20200210,20198431,26871,848,3704
4052,2,20200210,20180939,25189,771,2916
4053,3,20200210,20192101,14334,626,2036
4054,4,20200210,20197390,5641,256,531
4055,5,20200210,20100312,2410,145,302
4056,6,20200210,20191109,2399,171,282
4057,7,20200210,20192984,2273,344,431
4058,8,20200210,20183782,1761,73,103
4059,9,20200210,20198676,1466,114,153
4060,0,20200211,20182447,74849,1120,5713
4061,1,20200211,20198431,25107,871,3691
4062,2,20200211,20180939,24195,790,2948
4063,3,20200211,20192101,13733,641,2037
4064,4,20200211,20183782,8339,109,211
4065,5,20200211,20197390,7032,276,582
4066,6,20200211,20192984,2753,332,423
4067,7,20200211,20191109,2679,198,330
4068,8,20200211,20100312,2525,143,303
4069,9,20200211,20198676,1883,112,156
4070,0,20200212,20193321,109879,1062,5290
4071,1,20200212,20192240,71170,932,3233
4072,2,20200212,20182447,54593,802,3393
4073,3,20200212,20180939,15288,556,1285
4074,4,20200212,20183782,12601,132,239
4075,5,20200212,20198431,12300,542,1451
4076,6,20200212,20184891,9822,561,1420
4077,7,20200212,20192101,4501,366,630
4078,8,20200212,20197390,4244,171,306
4079,9,20200212,20192984,1499,201,235
4080,0,20200213,20193321,107837,1053,5125
4081,1,20200213,20192240,65194,1003,3398
4082,2,20200213,20182447,46037,790,3172
4083,3,20200213,20183782,18014,152,264
4084,4,20200213,20180939,12477,541,1172
4085,5,20200213,20198431,10362,515,1260
4086,6,20200213,20184891,8899,554,1271
4087,7,20200213,20203961,6059,372,631
4088,8,20200213,20197390,4423,162,297
4089,9,20200213,20192101,2990,348,552
4090,0,20200214,20193321,144972,1101,5363
4091,1,20200214,20192240,78300,1042,3717
4092,2,20200214,20182447,55810,805,3253
4093,3,20200214,20183782,21047,178,336
4094,4,20200214,20180939,15453,556,1190
4095,5,20200214,20198431,12202,487,1217
4096,6,20200214,20184891,9196,557,1257
4097,7,20200214,20197390,5521,165,308
4098,8,20200214,20192101,3206,328,522
4099,9,20200214,20203961,2822,353,560
4100,0,20200215,20193321,270840,1182,5890
4101,1,20200215,20192240,127018,1105,4075
4102,2,20200215,20182447,82918,801,3205
4103,3,20200215,20183782,34774,180,391
4104,4,20200215,20184891,28678,597,1387
4105,5,20200215,20180939,26252,548,1125
4106,6,20200215,20198431,15965,472,950
4107,7,20200215,20192984,9530,299,400
4108,8,20200215,20197390,9289,157,300
4109,9,20200215,20192101,6218,322,459
4110,0,20200216,20193321,262662,1187,5793
4111,1,20200216,20192240,107959,1092,3903
4112,2,20200216,20182447,71830,803,3064
4113,3,20200216,20183782,33287,177,403
4114,4,20200216,20184891,30493,609,1347
4115,5,20200216,20180939,24301,525,1070
4116,6,20200216,20198431,12959,454,894
4117,7,20200216,20192984,10519,316,420
4118,8,20200216,20197390,7958,155,300
4119,9,20200216,20192101,4262,305,432
4120,0,20200217,20193321,90847,1125,5370
4121,1,20200217,20192240,49566,989,3644
4122,2,20200217,20182447,28005,760,2818
4123,3,20200217,20183782,11850,160,409
4124,4,20200217,20180939,9399,538,1088
4125,5,20200217,20184891,6651,511,1040
4126,6,20200217,20198431,6173,456,894
4127,7,20200217,20197390,4067,160,309
4128,8,20200217,20192101,1955,286,405
4129,9,20200217,20203961,1544,288,394
4130,0,20200218,20193321,95545,1179,5424
4131,1,20200218,20192240,50759,1005,3635
4132,2,20200218,20182447,25971,786,2779
4133,3,20200218,20183782,10956,161,403
4134,4,20200218,20180939,8472,532,1068
4135,5,20200218,20184891,7802,519,1059
4136,6,20200218,20198431,6818,453,897
4137,7,20200218,20197390,3340,161,288
4138,8,20200218,20192101,2039,285,406
4139,9,20200218,20203961,1820,300,410
4140,0,20200219,20180962,77962,996,4829
4141,1,20200219,20193321,63227,847,3691
4142,2,20200219,20192399,62270,932,3844
4143,3,20200219,20192240,35887,651,1934
4144,4,20200219,20182447,13041,510,1111
4145,5,20200219,20193911,8477,205,723
4146,6,20200219,20183782,7092,152,361
4147,7,20200219,20193288,4080,270,308
4148,8,20200219,20184891,2701,183,233
4149,9,20200219,20197390,1914,92,157
4150,0,20200220,20180962,61184,988,4618
4151,1,20200220,20193321,48096,860,3601
4152,2,20200220,20192399,45956,910,3773
4153,3,20200220,20192240,29436,662,1937
4154,4,20200220,20182447,11639,497,1044
4155,5,20200220,20183782,5616,147,353
4156,6,20200220,20193911,4320,192,653
4157,7,20200220,20184891,2205,186,229
4158,8,20200220,20197390,1679,111,194
4159,9,20200220,20192984,1578,67,77
4160,0,20200221,20180962,59010,984,4582
4161,1,20200221,20192399,44383,888,3713
4162,2,20200221,20193321,39950,901,3744
4163,3,20200221,20192240,25167,663,1988
4164,4,20200221,20182447,9467,452,986
4165,5,20200221,20183782,4334,143,342
4166,6,20200221,20193911,2889,182,564
4167,7,20200221,20197390,1775,125,234
4168,8,20200221,20184891,1730,180,228
4169,9,20200221,20193288,1134,225,248
4170,0,20200222,20180962,95554,996,4620
4171,1,20200222,20192399,72170,872,3619
4172,2,20200222,20193321,59717,967,4156
4173,3,20200222,20192240,32445,726,2111
4174,4,20200222,20182447,10074,436,885
4175,5,20200222,20183782,5308,144,322
4176,6,20200222,20184891,2993,250,356
4177,7,20200222,20193911,2806,174,474
4178,8,20200222,20197390,2669,137,240
4179,9,20200222,20193288,1556,243,295
4180,0,20200223,20180962,69235,988,4401
4181,1,20200223,20192399,53890,863,3443
4182,2,20200223,20193321,42674,942,3808
4183,3,20200223,20192240,22109,692,1948
4184,4,20200223,20182447,7435,403,770
4185,5,20200223,20183782,3655,145,311
4186,6,20200223,20193911,2611,172,440
4187,7,20200223,20197390,2049,129,221
4188,8,20200223,20184891,1978,208,290
4189,9,20200223,20193288,1091,204,236
4190,0,20200224,20180962,22825,939,3753
4191,1,20200224,20192399,19668,817,3014
4192,2,20200224,20193321,13747,801,2819
4193,3,20200224,20192240,9062,619,1709
4194,4,20200224,20182447,4193,329,637
4195,5,20200224,20183782,1556,125,262
4196,6,20200224,20193911,1344,152,350
4197,7,20200224,20197390,934,118,210
4198,8,20200224,20184891,432,112,129
4199,9,20200224,20180939,382,94,135
4200,0,20200225,20180962,21274,926,3635
4201,1,20200225,20192399,18626,813,2909
4202,2,20200225,20193321,15043,823,2705
4203,3,20200225,20192240,8327,626,1643
4204,4,20200225,20182447,3778,328,580
4205,5,20200225,20183782,1333,116,251
4206,6,20200225,20193911,1149,159,331
4207,7,20200225,20197390,830,115,204
4208,8,20200225,20181434,796,4,5
4209,9,20200225,20193526,650,4,4
4210,0,20200226,20199842,26785,776,2566
4211,1,20200226,20192399,21836,640,1993
4212,2,20200226,20180962,21227,766,2578
4213,3,20200226,20193526,15429,586,1736
4214,4,20200226,20193321,14277,644,1899
4215,5,20200226,20192240,12053,520,1223
4216,6,20200226,20040598,9430,47,266
4217,7,20200226,20197390,1294,128,206
4218,8,20200226,20182447,1217,150,228
4219,9,20200226,20183782,1106,108,220
4220,0,20200227,20199842,20027,728,2382
4221,1,20200227,20192399,13701,603,1859
4222,2,20200227,20180962,12851,684,2327
4223,3,20200227,20193321,7947,574,1621
4224,4,20200227,20193526,7167,528,1546
4225,5,20200227,20192240,6574,476,1113
4226,6,20200227,20040598,5435,47,244
4227,7,20200227,20204340,2220,71,113
4228,8,20200227,20181434,848,6,6
4229,9,20200227,20182447,772,140,204
4230,0,20200228,20199842,24248,731,2469
4231,1,20200228,20192399,16732,603,1870
4232,2,20200228,20180962,14017,681,2317
4233,3,20200228,20193321,8648,537,1613
4234,4,20200228,20192240,7342,466,1130
4235,5,20200228,20193526,6023,489,1431
4236,6,20200228,20040598,4889,45,238
4237,7,20200228,20204340,873,64,107
4238,8,20200228,20183782,797,101,194
4239,9,20200228,20197390,769,101,169
4240,0,20200229,20199842,44813,755,2725
4241,1,20200229,20192399,32027,660,2102
4242,2,20200229,20180962,24623,680,2482
4243,3,20200229,20193321,15194,557,1776
4244,4,20200229,20192240,12228,484,1252
4245,5,20200229,20193526,9671,482,1513
4246,6,20200229,20040598,6035,44,244
4247,7,20200229,20197390,1370,112,190
4248,8,20200229,20182447,1095,144,214
4249,9,20200229,20204340,1025,69,107
4250,0,20200301,20199842,40083,744,2607
4251,1,20200301,20192399,26261,633,2016
4252,2,20200301,20180962,20073,646,2300
4253,3,20200301,20193321,12571,537,1639
4254,4,20200301,20192240,9453,456,1170
4255,5,20200301,20193526,7689,466,1362
4256,6,20200301,20040598,4715,45,237
4257,7,20200301,20197390,1093,106,177
4258,8,20200301,20183782,984,101,191
4259,9,20200301,20205525,835,1,5
4260,0,20200302,20199842,20419,719,2285
4261,1,20200302,20192399,12079,584,1729
4262,2,20200302,20180962,8901,595,1834
4263,3,20200302,20193321,5794,486,1266
4264,4,20200302,20192240,5084,433,1010
4265,5,20200302,20193526,3567,407,1031
4266,6,20200302,20040598,2469,44,197
4267,7,20200302,20197390,597,95,141
4268,8,20200302,20183782,513,90,143
4269,9,20200302,20182447,484,110,158
4270,0,20200303,20199842,19326,714,2278
4271,1,20200303,20192399,11718,595,1726
4272,2,20200303,20180962,7806,567,1760
4273,3,20200303,20193321,5422,461,1230
4274,4,20200303,20192240,5000,439,1018
4275,5,20200303,20193526,3573,401,1014
4276,6,20200303,20040598,2272,43,199
4277,7,20200303,20183782,581,101,161
4278,8,20200303,20197390,554,92,138
4279,9,20200303,20182447,394,96,131
4280,0,20200304,20199842,19045,720,2278
4281,1,20200304,20192399,12157,592,1754
4282,2,20200304,20180962,7773,564,1731
4283,3,20200304,20193321,5537,458,1222
4284,4,20200304,20192240,5156,434,1006
4285,5,20200304,20193526,3844,390,987
4286,6,20200304,20040598,2314,44,191
4287,7,20200304,20197390,699,90,145
4288,8,20200304,20183782,548,90,144
4289,9,20200304,20204546,529,17,35
4290,0,20200305,20199842,16036,614,1779
4291,1,20200305,20192399,10261,511,1404
4292,2,20200305,20180962,5997,466,1227
4293,3,20200305,20204681,4624,170,541
4294,4,20200305,20192240,4108,361,645
4295,5,20200305,20193321,3778,384,774
4296,6,20200305,20190864,2577,319,638
4297,7,20200305,20040598,2237,44,183
4298,8,20200305,20135428,1996,119,211
4299,9,20200305,20193526,1886,312,464
4300,0,20200306,20199842,18233,632,1819
4301,1,20200306,20192399,12463,532,1431
4302,2,20200306,20180962,6462,464,1215
4303,3,20200306,20192240,4506,374,665
4304,4,20200306,20193321,3806,392,768
4305,5,20200306,20190864,2420,327,601
4306,6,20200306,20040598,2412,45,180
4307,7,20200306,20204681,2409,163,437
4308,8,20200306,20135428,2236,127,215
4309,9,20200306,20193526,2022,289,438
4310,0,20200307,20199842,36368,702,2125
4311,1,20200307,20192399,26226,581,1670
4312,2,20200307,20180962,12469,484,1408
4313,3,20200307,20192240,7671,387,729
4314,4,20200307,20193321,7157,417,865
4315,5,20200307,20190864,4123,335,622
4316,6,20200307,20204681,4091,173,484
4317,7,20200307,20193526,3853,304,493
4318,8,20200307,20040598,3574,45,187
4319,9,20200307,20135428,3512,135,245
4320,0,20200308,20199842,30637,697,2133
4321,1,20200308,20192399,21874,599,1645
4322,2,20200308,20180962,11458,491,1365
4323,3,20200308,20193321,6666,411,861
4324,4,20200308,20192240,6581,401,736
4325,5,20200308,20204681,3657,179,473
4326,6,20200308,20190864,3582,336,620
4327,7,20200308,20135428,3135,138,237
4328,8,20200308,20193526,3027,295,464
4329,9,20200308,20040598,2906,44,185
4330,0,20200309,20199842,13560,617,1705
4331,1,20200309,20192399,8905,531,1340
4332,2,20200309,20180962,4412,416,983
4333,3,20200309,20192240,3239,333,580
4334,4,20200309,20193321,2676,339,600
4335,5,20200309,20190864,1903,295,481
4336,6,20200309,20135428,1897,126,198
4337,7,20200309,20040598,1757,43,158
4338,8,20200309,20204681,1489,153,313
4339,9,20200309,20205529,1291,32,47
4340,0,20200310,20199842,12560,624,1656
4341,1,20200310,20192399,9205,544,1334
4342,2,20200310,20180962,4778,419,988
4343,3,20200310,20192240,3363,331,578
4344,4,20200310,20193321,2733,333,605
4345,5,20200310,20190864,1985,291,499
4346,6,20200310,20135428,1757,127,195
4347,7,20200310,20040598,1731,42,157
4348,8,20200310,20205529,1293,36,47
4349,9,20200310,20193526,1257,230,331
4350,0,20200311,20199842,12020,561,1523
4351,1,20200311,20204791,9187,534,1469
4352,2,20200311,20192399,8643,495,1183
4353,3,20200311,20180962,3580,379,773
4354,4,20200311,20192240,2941,297,477
4355,5,20200311,20193321,2159,287,483
4356,6,20200311,20040598,2099,38,143
4357,7,20200311,20135428,1800,121,195
4358,8,20200311,20180523,1519,92,141
4359,9,20200311,20205529,1239,15,20
4360,0,20200312,20199842,9694,533,1382
4361,1,20200312,20204791,7898,520,1383
4362,2,20200312,20192399,6273,471,1075
4363,3,20200312,20180962,2669,344,649
4364,4,20200312,20192240,2240,268,399
4365,5,20200312,20180523,2146,204,265
4366,6,20200312,20193321,2089,265,394
4367,7,20200312,20010238,1611,122,200
4368,8,20200312,20204340,1370,44,49
4369,9,20200312,20196828,1030,11,58
4370,0,20200313,20199842,11188,552,1430
4371,1,20200313,20204791,9008,519,1413
4372,2,20200313,20192399,7421,493,1142
4373,3,20200313,20180962,2810,340,633
4374,4,20200313,20192240,2452,264,428
4375,5,20200313,20193321,2335,279,424
4376,6,20200313,20180523,2292,214,276
4377,7,20200313,20010238,1397,122,208
4378,8,20200313,20135428,1036,67,112
4379,9,20200313,20204681,883,109,160
4380,0,20200314,20199842,24718,617,1798
4381,1,20200314,20204791,19100,575,1656
4382,2,20200314,20192399,16740,530,1381
4383,3,20200314,20180962,5595,370,743
4384,4,20200314,20193321,4814,341,565
4385,5,20200314,20192240,4245,298,487
4386,6,20200314,20180523,3780,240,324
4387,7,20200314,20135428,2005,72,124
4388,8,20200314,20010238,1948,112,209
4389,9,20200314,20204681,1306,119,182
4390,0,20200315,20199842,20560,597,1749
4391,1,20200315,20204791,16338,569,1627
4392,2,20200315,20192399,14834,539,1386
4393,3,20200315,20180962,5393,382,743
4394,4,20200315,20193321,5065,343,570
4395,5,20200315,20192240,3671,300,465
4396,6,20200315,20180523,3348,246,332
4397,7,20200315,20135428,1669,73,124
4398,8,20200315,20010238,1611,118,207
4399,9,20200315,20204681,1324,124,185
4400,0,20200316,20199842,8089,529,1349
4401,1,20200316,20204791,5421,471,1208
4402,2,20200316,20192399,5167,478,1044
4403,3,20200316,20193321,2965,277,430
4404,4,20200316,20180962,2080,312,553
4405,5,20200316,20180523,1562,208,268
4406,6,20200316,20192240,1515,247,351
4407,7,20200316,20010238,759,107,167
4408,8,20200316,19940116,619,114,163
4409,9,20200316,20184574,530,100,159
4410,0,20200317,20199842,7922,528,1345
4411,1,20200317,20204791,5132,487,1194
4412,2,20200317,20192399,5004,487,1026
4413,3,20200317,20193321,3004,293,468
4414,4,20200317,20180962,1943,313,546
4415,5,20200317,20192240,1680,260,378
4416,6,20200317,20180523,1479,211,265
4417,7,20200317,20010238,755,107,154
4418,8,20200317,19940116,620,123,171
4419,9,20200317,20135428,585,62,78
4420,0,20200318,20199842,8234,535,1357
4421,1,20200318,20204791,5780,492,1231
4422,2,20200318,20192399,5495,477,1074
4423,3,20200318,20193321,2956,310,489
4424,4,20200318,20180962,1958,319,550
4425,5,20200318,20192240,1864,256,384
4426,6,20200318,20180523,1726,217,290
4427,7,20200318,20010238,843,110,163
4428,8,20200318,20192751,722,86,131
4429,9,20200318,20135428,669,63,86
4430,0,20200319,20199842,6953,517,1287
4431,1,20200319,20192399,6078,460,1030
4432,2,20200319,20204791,4156,460,1019
4433,3,20200319,20205096,2903,390,744
4434,4,20200319,20193321,2087,257,409
4435,5,20200319,20180962,1407,260,423
4436,6,20200319,20192240,1342,211,309
4437,7,20200319,20180523,1293,185,265
4438,8,20200319,20204340,960,45,60
4439,9,20200319,20167542,842,34,120
4440,0,20200320,20199842,8918,554,1400
4441,1,20200320,20192399,7247,501,1073
4442,2,20200320,20204791,4453,460,1028
4443,3,20200320,20193321,2494,282,452
4444,4,20200320,20205096,2012,365,654
4445,5,20200320,20180523,1695,201,278
4446,6,20200320,20192240,1528,225,330
4447,7,20200320,20180962,1500,261,428
4448,8,20200320,20167542,874,35,123
4449,9,20200320,20135428,786,75,91
4450,0,20200321,20199842,17375,593,1645
4451,1,20200321,20192399,14638,546,1372
4452,2,20200321,20204791,9116,504,1296
4453,3,20200321,20193321,4299,312,573
4454,4,20200321,20192240,2694,246,384
4455,5,20200321,20180962,2662,294,524
4456,6,20200321,20205096,2648,370,685
4457,7,20200321,20180523,2478,211,313
4458,8,20200321,20135428,1522,81,112
4459,9,20200321,20167542,1395,35,142
4460,0,20200322,20199842,15438,594,1651
4461,1,20200322,20192399,12275,543,1359
4462,2,20200322,20204791,7190,499,1216
4463,3,20200322,20193321,4032,309,568
4464,4,20200322,20180962,2840,298,539
4465,5,20200322,20192240,2170,225,360
4466,6,20200322,20180523,2069,206,303
4467,7,20200322,20205096,1938,344,589
4468,8,20200322,20135428,1288,78,113
4469,9,20200322,20167542,1188,35,137
4470,0,20200323,20199842,5904,500,1206
4471,1,20200323,20192399,4671,469,1009
4472,2,20200323,20204791,2349,392,770
4473,3,20200323,20193321,1313,237,385
4474,4,20200323,20180962,1024,232,353
4475,5,20200323,20192240,999,191,276
4476,6,20200323,20180523,889,157,217
4477,7,20200323,19980231,883,104,163
4478,8,20200323,20205096,748,242,350
4479,9,20200323,20135428,544,65,90
4480,0,20200324,20199842,5210,483,1130
4481,1,20200324,20192399,4775,489,1024
4482,2,20200324,20204791,2460,404,790
4483,3,20200324,20193321,1297,238,390
4484,4,20200324,20180962,1156,236,374
4485,5,20200324,20192240,1077,190,289
4486,6,20200324,20180523,965,168,227
4487,7,20200324,19980231,915,104,160
4488,8,20200324,20205096,753,229,324
4489,9,20200324,20135428,627,64,86
4490,0,20200325,20167904,9903,127,342
4491,1,20200325,20205708,8315,186,524
4492,2,20200325,20204107,8301,474,1289
4493,3,20200325,20199842,6324,407,889
4494,4,20200325,20192399,6269,418,832
4495,5,20200325,20204791,2622,338,546
4496,6,20200325,20206424,2384,295,609
4497,7,20200325,20199981,1892,10,10
4498,8,20200325,20090528,1272,173,276
4499,9,20200325,20193321,1139,197,256
4500,0,20200326,20204107,5255,439,1128
4501,1,20200326,20199842,4359,380,740
4502,2,20200326,20205708,4270,186,470
4503,3,20200326,20192399,3538,363,665
4504,4,20200326,20167904,2840,100,279
4505,5,20200326,20190280,2012,18,36
4506,6,20200326,20206141,1889,58,94
4507,7,20200326,20161872,1681,15,31
4508,8,20200326,20204791,1338,270,401
4509,9,20200326,20206424,1244,273,480
4510,0,20200327,20204107,5829,472,1212
4511,1,20200327,20199842,4901,399,799
4512,2,20200327,20192399,4537,404,719
4513,3,20200327,20205708,3772,185,472
4514,4,20200327,20167904,2653,118,313
4515,5,20200327,20190280,1826,19,38
4516,6,20200327,20204791,1567,277,417
4517,7,20200327,20206424,1341,267,471
4518,8,20200327,20161872,1333,16,32
4519,9,20200327,20090528,1189,149,219
4520,0,20200328,20204107,10310,479,1358
4521,1,20200328,20199842,8728,410,920
4522,2,20200328,20192399,8249,408,845
4523,3,20200328,20205708,5570,177,504
4524,4,20200328,20167904,3595,120,369
4525,5,20200328,20204791,2552,293,473
4526,6,20200328,20190280,2049,19,38
4527,7,20200328,20206424,1768,258,477
4528,8,20200328,20090528,1544,177,283
4529,9,20200328,20193321,1541,184,276
4530,0,20200329,20204107,8544,474,1299
4531,1,20200329,20192399,7544,406,854
4532,2,20200329,20199842,7320,411,909
4533,3,20200329,20205708,4267,176,480
4534,4,20200329,20167904,2954,113,340
4535,5,20200329,20204791,2518,290,457
4536,6,20200329,20190280,1906,19,40
4537,7,20200329,20206424,1744,259,491
4538,8,20200329,20193321,1565,187,275
4539,9,20200329,20180962,1350,167,226
4540,0,20200330,20204107,4279,383,876
4541,1,20200330,20192399,3415,347,591
4542,2,20200330,20199842,3083,336,578
4543,3,20200330,20205708,1841,157,353
4544,4,20200330,20204791,1728,246,318
4545,5,20200330,20167904,1420,105,265
4546,6,20200330,20190280,1061,19,31
4547,7,20200330,20206424,762,198,294
4548,8,20200330,20161872,689,16,26
4549,9,20200330,20193321,644,142,180
4550,0,20200331,20204107,6405,407,968
4551,1,20200331,20192399,5338,379,657
4552,2,20200331,20199842,3931,353,633
4553,3,20200331,20204791,2316,265,353
4554,4,20200331,20205708,1997,154,352
4555,5,20200331,20167904,1544,107,262
4556,6,20200331,20206424,1162,229,343
4557,7,20200331,20193321,1036,161,222
4558,8,20200331,20190280,1003,18,30
4559,9,20200331,20180962,953,130,161
4560,0,20200401,20205262,6165,175,509
4561,1,20200401,20204107,4105,346,730
4562,2,20200401,20192399,3745,341,589
4563,3,20200401,20199842,2373,296,489
4564,4,20200401,20206446,2148,157,335
4565,5,20200401,20205708,1893,209,416
4566,6,20200401,20190280,1439,19,34
4567,7,20200401,20167904,1091,85,202
4568,8,20200401,20161872,892,15,23
4569,9,20200401,20204791,806,143,188
4570,0,20200402,20205262,4799,170,503
4571,1,20200402,20204107,2791,323,598
4572,2,20200402,20205841,2714,275,528
4573,3,20200402,20192399,2591,307,481
4574,4,20200402,20199842,1633,245,379
4575,5,20200402,20204340,1378,23,28
4576,6,20200402,20206446,1276,157,307
4577,7,20200402,20205708,1139,178,311
4578,8,20200402,20167904,909,80,166
4579,9,20200402,20205321,765,55,84
4580,0,20200403,20205262,4280,175,504
4581,1,20200403,20204107,2901,319,590
4582,2,20200403,20192399,2784,313,503
4583,3,20200403,20205841,1956,256,476
4584,4,20200403,20199842,1693,252,399
4585,5,20200403,20206446,1389,155,332
4586,6,20200403,20205708,1131,183,300
4587,7,20200403,20167904,960,77,171
4588,8,20200403,20180962,772,52,68
4589,9,20200403,20204791,371,88,109
4590,0,20200404,20205262,8288,199,618
4591,1,20200404,20192399,5681,362,638
4592,2,20200404,20204107,5010,352,718
4593,3,20200404,20199842,3453,280,497
4594,4,20200404,20206446,2906,171,396
4595,5,20200404,20205841,2843,294,549
4596,6,20200404,20205708,1947,207,376
4597,7,20200404,20167904,1618,89,196
4598,8,20200404,20204791,721,119,150
4599,9,20200404,20010013,551,46,77
4600,0,20200405,20205262,7576,206,618
4601,1,20200405,20192399,5213,358,641
4602,2,20200405,20204107,3509,347,704
4603,3,20200405,20199842,3076,276,478
4604,4,20200405,20206446,2520,164,381
4605,5,20200405,20205841,2362,269,486
4606,6,20200405,20205708,1759,212,365
4607,7,20200405,20167904,1412,92,196
4608,8,20200405,20204791,569,118,157
4609,9,20200405,20190280,562,7,13
4610,0,20200406,20205262,2718,183,487
4611,1,20200406,20192399,1907,310,497
4612,2,20200406,20204107,1412,281,486
4613,3,20200406,20199842,1302,234,346
4614,4,20200406,20206446,1096,145,287
4615,5,20200406,20205841,976,204,321
4616,6,20200406,20205708,745,158,233
4617,7,20200406,20167904,631,77,156
4618,8,20200406,20205902,521,6,6
4619,9,20200406,20010013,228,41,68
4620,0,20200407,20205262,2472,181,484
4621,1,20200407,20192399,1680,299,474
4622,2,20200407,20204107,1346,273,474
4623,3,20200407,20199842,1123,225,325
4624,4,20200407,20206446,1085,146,294
4625,5,20200407,20205841,949,205,323
4626,6,20200407,20167904,705,78,160
4627,7,20200407,20205708,700,159,233
4628,8,20200407,20205902,521,6,6
4629,9,20200407,20204791,274,85,98
4630,0,20200408,20205262,2476,188,484
4631,1,20200408,20192399,2009,309,531
4632,2,20200408,20206402,1760,155,346
4633,3,20200408,20204107,1419,265,460
4634,4,20200408,20205902,1138,240,358
4635,5,20200408,20199842,1075,208,311
4636,6,20200408,20206446,1025,145,289
4637,7,20200408,20205841,853,189,281
4638,8,20200408,20167904,784,84,176
4639,9,20200408,20205708,597,125,177
4640,0,20200409,20205262,2232,177,461
4641,1,20200409,20192399,1938,305,518
4642,2,20200409,20206402,1448,145,321
4643,3,20200409,20204107,1278,255,414
4644,4,20200409,20199842,883,208,282
4645,5,20200409,20206446,861,129,261
4646,6,20200409,20167904,646,70,145
4647,7,20200409,20205902,620,198,279
4648,8,20200409,20205841,492,140,181
4649,9,20200409,20205190,490,121,151
4650,0,20200410,20192399,2530,329,569
4651,1,20200410,20205262,2438,180,474
4652,2,20200410,20206402,1511,155,320
4653,3,20200410,20204107,1499,261,445
4654,4,20200410,20199842,1117,204,296
4655,5,20200410,20206446,915,133,273
4656,6,20200410,20167904,780,80,166
4657,7,20200410,20205902,611,185,255
4658,8,20200410,20128588,518,30,48
4659,9,20200410,20205190,490,105,133
4660,0,20200411,20192399,7036,360,727
4661,1,20200411,20205262,5305,195,582
4662,2,20200411,20206402,3526,184,436
4663,3,20200411,20204107,2952,314,563
4664,4,20200411,20199842,2725,255,438
4665,5,20200411,20206446,1919,156,358
4666,6,20200411,20167904,1547,87,190
4667,7,20200411,20205902,1240,240,357
4668,8,20200411,20190280,1026,22,45
4669,9,20200411,20205708,849,110,170
4670,0,20200412,20192399,7352,364,728
4671,1,20200412,20205262,5204,200,589
4672,2,20200412,20206402,3709,172,433
4673,3,20200412,20204107,2870,315,554
4674,4,20200412,20199842,2752,250,422
4675,5,20200412,20206446,1731,159,337
4676,6,20200412,20167904,1515,88,197
4677,7,20200412,20190280,1152,21,45
4678,8,20200412,20205902,1065,218,314
4679,9,20200412,20176767,800,39,59
4680,0,20200413,20192399,2390,320,582
4681,1,20200413,20206402,1641,158,362
4682,2,20200413,20205262,1476,172,413
4683,3,20200413,20204107,1095,238,368
4684,4,20200413,20199842,939,185,259
4685,5,20200413,20206446,710,130,247
